Player,Team,G,MP,TS%,MPG
Naji Marshall,NOP,55.0,735.0,0.505,13.363636363636363
Nassir Little,POR,42.0,1088.0,0.575,25.904761904761905
Nate Hinton,IND,2.0,2.0,0.0,1.0
Nathan Knight,MIN,37.0,267.0,0.603,7.216216216216216
Naz Reid,MIN,77.0,1215.0,0.588,15.779220779220779
Neemias Queta,SAC,15.0,120.0,0.495,8.0
Nemanja Bjelica,GSW,71.0,1142.0,0.573,16.08450704225352
Nerlens Noel,NYK,25.0,562.0,0.581,22.48
Nic Claxton,BRK,47.0,974.0,0.672,20.72340425531915
Nick Richards,CHO,50.0,367.0,0.689,7.34
Nickeil Alexander-Walker,2TM,65.0,1466.0,0.475,22.553846153846155
Nicolas Batum,LAC,59.0,1462.0,0.608,24.779661016949152
Nik Stauskas,2TM,8.0,39.0,0.541,4.875
Nikola Jokić,DEN,74.0,2476.0,0.661,33.45945945945946
Nikola Vučević,CHI,73.0,2418.0,0.533,33.12328767123287
Norman Powell,2TM,45.0,1458.0,0.603,32.4
Norvel Pelle,UTA,3.0,19.0,0.6,6.333333333333333
OG Anunoby,TOR,48.0,1728.0,0.549,36.0
Obi Toppin,NYK,72.0,1230.0,0.614,17.083333333333332
Olivier Sarr,OKC,22.0,421.0,0.672,19.136363636363637
Omer Yurtseven,MIA,56.0,706.0,0.546,12.607142857142858
Onyeka Okongwu,ATL,48.0,992.0,0.714,20.666666666666668
Oshae Brissett,IND,67.0,1564.0,0.53,23.34328358208955
Otto Porter Jr.,GSW,63.0,1396.0,0.581,22.158730158730158
P.J. Tucker,MIA,71.0,1981.0,0.593,27.901408450704224
P.J. Washington,CHO,65.0,1768.0,0.588,27.2
PJ Dozier,DEN,18.0,340.0,0.463,18.88888888888889
Paris Bass,PHO,2.0,7.0,0.436,3.5
Pascal Siakam,TOR,68.0,2578.0,0.565,37.911764705882355
Pat Connaughton,MIL,65.0,1691.0,0.62,26.015384615384615
Patrick Beverley,MIN,58.0,1476.0,0.539,25.448275862068964
Patrick Williams,CHI,17.0,422.0,0.637,24.823529411764707
Patty Mills,BRK,81.0,2346.0,0.563,28.962962962962962
Paul George,LAC,31.0,1077.0,0.538,34.74193548387097
Paul Millsap,2TM,33.0,376.0,0.458,11.393939393939394
Paul Reed,PHI,38.0,302.0,0.568,7.947368421052632
Paul Watson,OKC,9.0,156.0,0.432,17.333333333333332
Payton Pritchard,BOS,71.0,1001.0,0.578,14.098591549295774
Petr Cornelie,DEN,13.0,38.0,0.418,2.923076923076923
Precious Achiuwa,TOR,73.0,1725.0,0.503,23.63013698630137
Quentin Grimes,NYK,46.0,786.0,0.565,17.08695652173913
Quinndary Weatherspoon,GSW,11.0,73.0,0.647,6.636363636363637
R.J. Hampton,ORL,64.0,1402.0,0.481,21.90625
RJ Barrett,NYK,70.0,2417.0,0.511,34.52857142857143
RJ Nembhard Jr.,CLE,14.0,63.0,0.38,4.5
Rajon Rondo,2TM,39.0,697.0,0.496,17.871794871794872
Raul Neto,WAS,70.0,1372.0,0.538,19.6
Rayjon Tucker,2TM,5.0,71.0,0.869,14.2
Reggie Bullock,DAL,68.0,1902.0,0.558,27.970588235294116
Reggie Jackson,LAC,75.0,2337.0,0.488,31.16
Reggie Perry,2TM,10.0,187.0,0.537,18.7
Richaun Holmes,SAC,45.0,1074.0,0.689,23.866666666666667
Ricky Rubio,CLE,34.0,970.0,0.488,28.529411764705884
Rob Edwards,OKC,2.0,11.0,0.375,5.5
Robert Covington,2TM,71.0,1940.0,0.572,27.323943661971832
Robert Williams,BOS,61.0,1804.0,0.745,29.57377049180328
Robert Woodard II,SAC,12.0,42.0,0.207,3.5
Robin Lopez,ORL,36.0,612.0,0.57,17.0
Rodney Hood,2TM,52.0,709.0,0.493,13.634615384615385
Rodney McGruder,DET,51.0,754.0,0.577,14.784313725490197
Romeo Langford,2TM,48.0,771.0,0.52,16.0625
Royce O'Neale,UTA,77.0,2406.0,0.608,31.246753246753247
Rudy Gay,UTA,55.0,1038.0,0.539,18.87272727272727
Rudy Gobert,UTA,66.0,2120.0,0.732,32.121212121212125
Rui Hachimura,WAS,42.0,943.0,0.579,22.452380952380953
Russell Westbrook,LAL,78.0,2678.0,0.512,34.333333333333336
Ryan Arcidiacono,NYK,10.0,76.0,0.667,7.6
Saben Lee,DET,37.0,604.0,0.499,16.324324324324323
Saddiq Bey,DET,82.0,2704.0,0.529,32.97560975609756
Sam Hauser,BOS,26.0,158.0,0.65,6.076923076923077
Sam Merrill,MEM,6.0,58.0,0.485,9.666666666666666
Sandro Mamukelashvili,MIL,41.0,407.0,0.618,9.926829268292684
Santi Aldama,MEM,32.0,360.0,0.452,11.25
Scottie Barnes,TOR,74.0,2617.0,0.552,35.36486486486486
Scottie Lewis,CHO,2.0,7.0,0.568,3.5
Scotty Hopson,OKC,1.0,18.0,0.5,18.0
Sekou Doumbouya,LAL,2.0,16.0,0.717,8.0
Semi Ojeleye,2TM,30.0,406.0,0.438,13.533333333333333
Serge Ibaka,2TM,54.0,877.0,0.579,16.24074074074074
Seth Curry,2TM,64.0,2135.0,0.615,33.359375
Shai Gilgeous-Alexander,OKC,56.0,1942.0,0.557,34.67857142857143
Shake Milton,PHI,55.0,1179.0,0.517,21.436363636363637
Shaq Buchanan,MEM,2.0,10.0,0.25,5.0
Shaquille Harrison,BRK,2.0,23.0,0.333,11.5
Sharife Cooper,ATL,13.0,39.0,0.25,3.0
Skylar Mays,ATL,28.0,220.0,0.589,7.857142857142857
Solomon Hill,ATL,13.0,139.0,0.2,10.692307692307692
Spencer Dinwiddie,2TM,67.0,1980.0,0.543,29.55223880597015
Stanley Johnson,LAL,48.0,1094.0,0.564,22.791666666666668
Stephen Curry,GSW,64.0,2211.0,0.601,34.546875
Sterling Brown,DAL,49.0,628.0,0.495,12.816326530612244
Steven Adams,MEM,76.0,1999.0,0.56,26.30263157894737
Svi Mykhailiuk,TOR,56.0,716.0,0.509,12.785714285714286
T.J. McConnell,IND,27.0,652.0,0.525,24.14814814814815
Tacko Fall,CLE,11.0,59.0,0.398,5.363636363636363
Taj Gibson,NYK,52.0,946.0,0.606,18.192307692307693
Talen Horton-Tucker,LAL,60.0,1511.0,0.503,25.183333333333334
Taurean Prince,MIN,69.0,1177.0,0.589,17.057971014492754
Terance Mann,LAC,81.0,2317.0,0.572,28.604938271604937
Terence Davis,SAC,30.0,536.0,0.543,17.866666666666667
Terrence Ross,ORL,63.0,1448.0,0.515,22.984126984126984
Terry Rozier,CHO,73.0,2458.0,0.566,33.67123287671233
Terry Taylor,IND,33.0,714.0,0.656,21.636363636363637
Thaddeus Young,2TM,52.0,845.0,0.548,16.25
Thanasis Antetokounmpo,MIL,48.0,473.0,0.577,9.854166666666666
Theo Pinson,DAL,19.0,148.0,0.553,7.7894736842105265
Thomas Bryant,WAS,27.0,439.0,0.607,16.25925925925926
Théo Maledon,OKC,51.0,908.0,0.5,17.80392156862745
Tim Frazier,2TM,12.0,208.0,0.398,17.333333333333332
Tim Hardaway Jr.,DAL,42.0,1245.0,0.52,29.642857142857142
Timothé Luwawu-Cabarrot,ATL,52.0,685.0,0.556,13.173076923076923
Tobias Harris,PHI,73.0,2543.0,0.566,34.83561643835616
Tomáš Satoranský,3TM,55.0,906.0,0.461,16.472727272727273
Tony Bradley,CHI,55.0,549.0,0.6,9.981818181818182
Tony Snell,2TM,53.0,823.0,0.541,15.528301886792454
Torrey Craig,2TM,78.0,1596.0,0.556,20.46153846153846
Trae Young,ATL,76.0,2652.0,0.603,34.89473684210526
Trayvon Palmer,DET,1.0,17.0,0.0,17.0
Tre Jones,SAS,69.0,1148.0,0.545,16.63768115942029
Tre Mann,OKC,60.0,1367.0,0.501,22.783333333333335
Tre Scott,CLE,2.0,11.0,0.5,5.5
Tremont Waters,2TM,3.0,50.0,0.357,16.666666666666668
Trendon Watford,POR,48.0,869.0,0.59,18.104166666666668
Trent Forrest,UTA,60.0,765.0,0.554,12.75
Trevelin Queen,HOU,10.0,74.0,0.619,7.4
Trevor Ariza,LAL,24.0,462.0,0.449,19.25
Trey Burke,DAL,42.0,441.0,0.475,10.5
Trey Lyles,2TM,75.0,1537.0,0.588,20.493333333333332
Trey Murphy III,NOP,62.0,864.0,0.558,13.935483870967742
Tristan Thompson,3TM,57.0,897.0,0.541,15.736842105263158
Troy Brown Jr.,CHI,66.0,1055.0,0.525,15.984848484848484
Ty Jerome,OKC,48.0,801.0,0.488,16.6875
Tyler Cook,CHI,20.0,200.0,0.643,10.0
Tyler Herro,MIA,66.0,2151.0,0.561,32.59090909090909
Tyler Johnson,2TM,6.0,91.0,0.425,15.166666666666666
Tyrell Terry,MEM,2.0,3.0,1.0,1.5
Tyrese Haliburton,2TM,77.0,2695.0,0.595,35.0
Tyrese Maxey,PHI,75.0,2650.0,0.594,35.333333333333336
Tyrone Wallace,NOP,6.0,75.0,0.383,12.5
Tyus Jones,MEM,73.0,1549.0,0.544,21.21917808219178
Udoka Azubuike,UTA,17.0,195.0,0.743,11.470588235294118
Udonis Haslem,MIA,13.0,83.0,0.495,6.384615384615385
Usman Garuba,HOU,24.0,239.0,0.51,9.958333333333334
Vernon Carey Jr.,2TM,7.0,44.0,0.534,6.285714285714286
Victor Oladipo,MIA,8.0,173.0,0.608,21.625
Vit Krejci,OKC,30.0,690.0,0.529,23.0
Vlatko Čančar,DEN,15.0,176.0,0.657,11.733333333333333
Wayne Ellington,LAL,43.0,810.0,0.593,18.837209302325583
Wayne Selden,NYK,3.0,19.0,0.434,6.333333333333333
Wendell Carter Jr.,ORL,62.0,1852.0,0.601,29.870967741935484
Wenyen Gabriel,3TM,26.0,358.0,0.549,13.76923076923077
Wes Iwundu,ATL,3.0,82.0,0.557,27.333333333333332
Wesley Matthews,MIL,49.0,1002.0,0.536,20.448979591836736
Will Barton,DEN,71.0,2277.0,0.548,32.070422535211264
Willie Cauley-Stein,2TM,20.0,183.0,0.474,9.15
Willy Hernangómez,NOP,50.0,839.0,0.582,16.78
Xavier Moon,LAC,10.0,137.0,0.545,13.7
Xavier Sneed,2TM,9.0,39.0,0.25,4.333333333333333
Xavier Tillman Sr.,MEM,53.0,701.0,0.51,13.226415094339623
Yuta Watanabe,TOR,38.0,445.0,0.524,11.710526315789474
Yves Pons,MEM,12.0,71.0,0.385,5.916666666666667
Zach Collins,SAS,28.0,502.0,0.594,17.928571428571427
Zach LaVine,CHI,67.0,2328.0,0.605,34.74626865671642
Zavier Simpson,OKC,4.0,174.0,0.406,43.5
Zeke Nnaji,DEN,41.0,698.0,0.629,17.024390243902438
Ziaire Williams,MEM,62.0,1346.0,0.559,21.70967741935484
Zylan Cheatham,UTA,1.0,5.0,0.0,5.0
