Player,Team,G,MP,TS%,MPG
Salah Mejri,DAL,36.0,399.0,0.559,11.083333333333334
Sam Dekker,2TM,47.0,788.0,0.519,16.76595744680851
Scott Machado,LAL,4.0,19.0,0.776,4.75
Semi Ojeleye,BOS,56.0,594.0,0.531,10.607142857142858
Serge Ibaka,TOR,74.0,2010.0,0.582,27.16216216216216
Seth Curry,POR,74.0,1399.0,0.595,18.905405405405407
Shabazz Napier,BRK,56.0,983.0,0.534,17.553571428571427
Shai Gilgeous-Alexander,LAC,82.0,2174.0,0.554,26.51219512195122
Shake Milton,PHI,20.0,268.0,0.483,13.4
Shaquille Harrison,CHI,73.0,1430.0,0.494,19.589041095890412
Shaun Livingston,GSW,64.0,967.0,0.555,15.109375
Shelvin Mack,2TM,57.0,1246.0,0.489,21.859649122807017
Sindarius Thornwell,LAC,64.0,313.0,0.485,4.890625
Skal Labissière,2TM,22.0,176.0,0.593,8.0
Solomon Hill,NOP,44.0,878.0,0.497,19.954545454545453
Spencer Dinwiddie,BRK,68.0,1914.0,0.58,28.147058823529413
Stanley Johnson,2TM,66.0,1208.0,0.485,18.303030303030305
Stephen Curry,GSW,69.0,2331.0,0.641,33.78260869565217
Sterling Brown,MIL,58.0,1034.0,0.563,17.82758620689655
Steven Adams,OKC,80.0,2669.0,0.591,33.3625
Svi Mykhailiuk,2TM,42.0,440.0,0.447,10.476190476190476
T.J. Leaf,IND,58.0,522.0,0.572,9.0
T.J. McConnell,PHI,76.0,1470.0,0.555,19.342105263157894
T.J. Warren,PHO,43.0,1360.0,0.58,31.627906976744185
Tahjere McCall,BRK,1.0,8.0,0.581,8.0
Taj Gibson,MIN,70.0,1686.0,0.612,24.085714285714285
Taurean Prince,ATL,55.0,1552.0,0.575,28.21818181818182
Terrance Ferguson,OKC,74.0,1931.0,0.566,26.094594594594593
Terrence Jones,HOU,2.0,5.0,0.225,2.5
Terrence Ross,ORL,81.0,2150.0,0.561,26.54320987654321
Terry Rozier,BOS,79.0,1791.0,0.501,22.670886075949365
Thabo Sefolosha,UTA,50.0,609.0,0.599,12.18
Thaddeus Young,IND,81.0,2489.0,0.569,30.728395061728396
Theo Pinson,BRK,18.0,211.0,0.49,11.722222222222221
Thomas Bryant,WAS,72.0,1496.0,0.674,20.77777777777778
Thomas Welsh,DEN,11.0,36.0,0.648,3.272727272727273
Thon Maker,2TM,64.0,972.0,0.53,15.1875
Tim Frazier,2TM,59.0,1120.0,0.544,18.983050847457626
Tim Hardaway Jr.,2TM,65.0,2057.0,0.527,31.646153846153847
Timothé Luwawu-Cabarrot,2TM,50.0,669.0,0.489,13.38
Tobias Harris,2TM,82.0,2847.0,0.592,34.71951219512195
Tomáš Satoranský,WAS,80.0,2164.0,0.59,27.05
Tony Bradley,UTA,3.0,36.0,0.504,12.0
Tony Parker,CHO,56.0,1003.0,0.512,17.910714285714285
Tony Snell,MIL,74.0,1304.0,0.585,17.62162162162162
Torrey Craig,DEN,75.0,1503.0,0.547,20.04
Trae Young,ATL,81.0,2503.0,0.539,30.901234567901234
Treveon Graham,BRK,35.0,715.0,0.458,20.428571428571427
Trevon Duval,MIL,3.0,6.0,0.833,2.0
Trevor Ariza,2TM,69.0,2349.0,0.534,34.04347826086956
Trey Burke,2TM,58.0,1125.0,0.524,19.396551724137932
Trey Lyles,DEN,64.0,1120.0,0.5,17.5
Tristan Thompson,CLE,43.0,1198.0,0.551,27.86046511627907
Troy Brown Jr.,WAS,52.0,730.0,0.487,14.038461538461538
Troy Caupain,ORL,4.0,16.0,0.625,4.0
Troy Daniels,PHO,51.0,760.0,0.558,14.901960784313726
Troy Williams,SAC,21.0,312.0,0.531,14.857142857142858
Tyler Cavanaugh,UTA,11.0,39.0,0.414,3.5454545454545454
Tyler Davis,OKC,1.0,1.0,0.0,1.0
Tyler Dorsey,2TM,48.0,698.0,0.509,14.541666666666666
Tyler Johnson,2TM,57.0,1529.0,0.532,26.82456140350877
Tyler Lydon,DEN,25.0,94.0,0.595,3.76
Tyler Zeller,2TM,6.0,93.0,0.607,15.5
Tyreke Evans,IND,69.0,1402.0,0.483,20.318840579710145
Tyrone Wallace,LAC,62.0,628.0,0.45,10.129032258064516
Tyson Chandler,2TM,55.0,875.0,0.63,15.909090909090908
Tyus Jones,MIN,68.0,1560.0,0.491,22.941176470588236
Udonis Haslem,MIA,10.0,74.0,0.36,7.4
Victor Oladipo,IND,36.0,1147.0,0.519,31.86111111111111
Vince Carter,ATL,76.0,1330.0,0.565,17.5
Vince Edwards,HOU,2.0,16.0,0.375,8.0
Wade Baldwin,POR,16.0,94.0,0.396,5.875
Walt Lemon Jr.,CHI,6.0,167.0,0.468,27.833333333333332
Wayne Ellington,2TM,53.0,1297.0,0.569,24.471698113207548
Wayne Selden,2TM,75.0,1439.0,0.491,19.186666666666667
Wendell Carter Jr.,CHI,44.0,1110.0,0.541,25.227272727272727
Wes Iwundu,ORL,68.0,1233.0,0.531,18.13235294117647
Wesley Johnson,2TM,38.0,534.0,0.469,14.052631578947368
Wesley Matthews,3TM,69.0,2091.0,0.546,30.304347826086957
Will Barton,DEN,43.0,1189.0,0.501,27.651162790697676
Willie Cauley-Stein,SAC,81.0,2213.0,0.566,27.320987654320987
Willy Hernangómez,CHO,58.0,812.0,0.587,14.0
Wilson Chandler,2TM,51.0,1177.0,0.537,23.07843137254902
Yante Maten,MIA,2.0,13.0,0.25,6.5
Yogi Ferrell,SAC,71.0,1067.0,0.55,15.028169014084508
Yuta Watanabe,MEM,15.0,174.0,0.352,11.6
Zach Collins,POR,77.0,1356.0,0.562,17.61038961038961
Zach LaVine,CHI,63.0,2171.0,0.574,34.46031746031746
Zach Lofton,DET,1.0,4.0,0.0,4.0
Zaza Pachulia,DET,68.0,878.0,0.539,12.911764705882353
Zhaire Smith,PHI,6.0,111.0,0.533,18.5
Zhou Qi,HOU,1.0,1.0,1.0,1.0
Álex Abrines,OKC,31.0,588.0,0.507,18.967741935483872
Ángel Delgado,LAC,2.0,15.0,0.255,7.5
