nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
202326,Demarcus Cousins,2022,MIL/DEN,C,14.942,1.636,1.242,0.394,1.862,Versatile Big,Mobile Big
202330,Gordon Hayward,2022,CHO,SF,31.916,0.113,0.353,-0.24,2.525,Shot Creator,Helper
202331,Paul George,2022,LAC,PF,34.755,2.602,1.099,1.503,3.459,Shot Creator,Helper
202339,Eric Bledsoe,2022,LAC,PG,25.196,-0.1,-0.896,0.796,2.01,Primary Ball Handler,Point of Attack
202340,Avery Bradley,2022,LAL,SG,22.675,-2.812,-2.495,-0.318,-0.365,Movement Shooter,Point of Attack
202355,Hassan Whiteside,2022,UTA,C,17.882,3.013,0.616,2.397,4.032,Roll + Cut Big,Anchor Big
202357,Nemanja Bjelica,2022,GSW,C,16.093,0.724,-0.041,0.765,2.297,Stretch Big,Mobile Big
202362,Lance Stephenson,2022,ATL/IND,SG,17.695,-1.386,-0.277,-1.108,0.527,Primary Ball Handler,Chaser
202397,Ish Smith,2022,CHO/WAS,PG,17.324,-1.955,-1.592,-0.364,0.319,Slasher,Point of Attack
202681,Kyrie Irving,2022,BRK,PG,37.635,1.934,3.049,-1.115,3.042,Shot Creator,Chaser
202683,Enes Freedom,2022,BOS,C,11.754,-0.88,-1.201,0.32,0.4,Post Scorer,Anchor Big
202684,Tristan Thompson,2022,SAC/IND/CHI,C,15.723,0.164,0.065,0.099,1.477,Roll + Cut Big,Mobile Big
202685,Jonas Valančiūnas,2022,NOP,C,30.274,1.445,0.363,1.081,5.542,Post Scorer,Anchor Big
202687,Bismack Biyombo,2022,PHO,C,14.053,0.498,-0.631,1.129,0.943,Athletic Finisher,Anchor Big
202689,Kemba Walker,2022,NYK,PG,25.614,-0.831,-0.381,-0.45,0.952,Primary Ball Handler,Point of Attack
202691,Klay Thompson,2022,GSW,SG,29.401,0.686,1.607,-0.92,1.868,Off Screen Shooter,Helper
202692,Alec Burks,2022,NYK,SG,28.612,1.094,0.938,0.156,5.211,Primary Ball Handler,Point of Attack
202693,Markieff Morris,2022,MIA,PF,17.548,-1.987,-0.817,-1.17,0.078,Versatile Big,Helper
202694,Marcus Morris Sr.,2022,LAC,PF,28.969,-1.076,0.183,-1.259,1.324,Shot Creator,Helper
202696,Nikola Vučević,2022,CHI,C,33.118,1.622,0.25,1.372,6.255,Post Scorer,Anchor Big
202699,Tobias Harris,2022,PHI,PF,34.838,1.086,0.95,0.136,5.705,Shot Creator,Wing Stopper
202704,Reggie Jackson,2022,LAC,SG,31.155,-1.193,-0.491,-0.701,1.803,Shot Creator,Chaser
202709,Cory Joseph,2022,DET,PG,24.612,-2.204,-1.694,-0.51,0.199,Primary Ball Handler,Point of Attack
202710,Jimmy Butler Iii,2022,MIA,SF,33.879,4.059,2.891,1.167,7.943,Shot Creator,Wing Stopper
202711,Bojan Bogdanović,2022,UTA,PF,30.89,0.075,1.638,-1.563,3.389,Off Screen Shooter,Low Activity
202722,Davis Bertans,2022,WAS/DAL,PF,14.399,-0.501,0.21,-0.711,0.982,Off Screen Shooter,Low Activity
202738,Isaiah Thomas,2022,LAL/DAL/CHO,PG,15.148,-1.124,-0.103,-1.021,0.272,Secondary Ball Handler,Point of Attack
202954,Brad Wanamaker,2022,IND/WAS,PG,13.896,-1.771,-1.618,-0.153,0.128,Secondary Ball Handler,Point of Attack
203076,Anthony Davis,2022,LAL,C,35.108,2.834,1.048,1.786,4.714,Shot Creator,Mobile Big
203078,Bradley Beal,2022,WAS,SG,35.975,1.171,1.607,-0.437,3.306,Shot Creator,Chaser
203081,Damian Lillard,2022,POR,PG,36.422,1.982,3.523,-1.542,2.976,Shot Creator,Chaser
203082,Terrence Ross,2022,ORL,SG,22.986,-3.809,-1.431,-2.377,-1.271,Off Screen Shooter,Low Activity
203083,Andre Drummond,2022,PHI/BRK,C,19.683,2.335,0.346,1.99,4.371,Post Scorer,Anchor Big
203084,Harrison Barnes,2022,SAC,PF,33.594,-0.126,0.426,-0.552,3.777,Movement Shooter,Wing Stopper
203085,Austin Rivers,2022,DEN,SG,22.087,-2.968,-1.617,-1.351,-0.528,Shot Creator,Point of Attack
203087,Jeremy Lamb,2022,IND/SAC,SF,16.704,-0.567,0.09,-0.658,1.099,Secondary Ball Handler,Low Activity
203090,Maurice Harkless,2022,SAC,SF,18.37,-2.74,-3.421,0.681,-0.185,Stationary Shooter,Helper
203095,Evan Fournier,2022,NYK,SG,29.478,-1.177,-0.122,-1.055,1.844,Movement Shooter,Chaser
203107,Tomas Satoransky,2022,NOP/SAS/WAS,SG,16.472,-1.031,-1.471,0.44,0.793,Primary Ball Handler,Point of Attack
203109,Jae Crowder,2022,PHO,PF,28.147,1.061,-0.852,1.913,4.199,Movement Shooter,Wing Stopper
203110,Draymond Green,2022,GSW,PF,28.89,2.098,-1.311,3.409,3.842,Roll + Cut Big,Helper
203114,Khris Middleton,2022,MIL,SF,32.445,1.739,1.709,0.03,5.701,Shot Creator,Helper
203115,Will Barton,2022,DEN,SG,32.063,-0.346,-0.602,0.255,3,Primary Ball Handler,Chaser
203145,Kent Bazemore,2022,LAL,SF,13.963,-2.356,-2.525,0.168,0.015,Movement Shooter,Point of Attack
203200,Justin Holiday,2022,IND/SAC,SF,27.793,-1.061,-0.961,-0.1,1.761,Off Screen Shooter,Chaser
203210,Jamychal Green,2022,DEN,PF,16.2,-0.713,-0.814,0.1,1.173,Stretch Big,Mobile Big
203457,Nerlens Noel,2022,NYK,C,22.479,-1.177,-3.202,2.026,0.439,Athletic Finisher,Mobile Big
203458,Alex Len,2022,SAC,C,15.903,-0.605,-1.866,1.26,0.713,Roll + Cut Big,Anchor Big
203463,Ben Mclemore,2022,POR,SG,20.076,-3.05,-0.716,-2.334,-0.525,Off Screen Shooter,Low Activity
203468,Cj Mccollum,2022,POR/NOP,PG,34.598,0.491,1.927,-1.436,3.988,Shot Creator,Chaser
203469,Cody Zeller,2022,POR,C,13.131,-0.513,-0.533,0.02,0.429,Roll + Cut Big,Mobile Big
203471,Dennis Schröder,2022,BOS/HOU,PG,28.711,-0.927,-0.757,-0.17,1.732,Shot Creator,Point of Attack
203473,Dewayne Dedmon,2022,MIA,C,15.898,-0.201,-1.807,1.605,1.503,Roll + Cut Big,Mobile Big
203482,Kelly Olynyk,2022,DET,C,19.091,1.004,0.574,0.431,1.673,Versatile Big,Helper
203484,Kentavious Caldwell-Pope,2022,WAS,SG,30.244,-1.197,-1.19,-0.007,1.791,Movement Shooter,Wing Stopper
203486,Mason Plumlee,2022,CHO,C,24.557,0.421,-0.993,1.415,3.252,Roll + Cut Big,Mobile Big
203488,Mike Muscala,2022,OKC,C,13.776,1.226,0.303,0.923,1.382,Stretch Big,Anchor Big
203490,Otto Porter Jr.,2022,GSW,PF,22.244,2.1,0.161,1.939,4.054,Stationary Shooter,Helper
203493,Reggie Bullock Jr.,2022,DAL,SF,27.967,-0.482,-0.439,-0.044,2.339,Stationary Shooter,Point of Attack
203496,Robert Covington,2022,POR/LAC,PF,27.316,0.813,-1.404,2.217,4.009,Movement Shooter,Wing Stopper
203497,Rudy Gobert,2022,UTA,C,32.128,4.513,1.079,3.434,9.304,Roll + Cut Big,Anchor Big
203500,Steven Adams,2022,MEM,C,26.299,1.388,0.405,0.982,4.871,Post Scorer,Anchor Big
203501,Tim Hardaway Jr.,2022,DAL,SG,29.644,0.219,0.351,-0.133,2.096,Movement Shooter,Chaser
203503,Tony Snell,2022,POR/NOP,SG,15.519,-2.468,-2.016,-0.452,-0.035,Stationary Shooter,Helper
203504,Trey Burke,2022,DAL,PG,10.505,-2.466,-1.158,-1.308,-0.018,Secondary Ball Handler,Point of Attack
203507,Giannis Antetokounmpo,2022,MIL,PF,32.901,6.627,4.569,2.058,12.352,Shot Creator,Anchor Big
203526,Raul Neto,2022,WAS,PG,19.6,-0.705,-0.918,0.213,1.49,Slasher,Point of Attack
203552,Seth Curry,2022,PHI/BRK,SG,33.349,-0.63,0.132,-0.762,2.421,Secondary Ball Handler,Low Activity
203585,Rodney Mcgruder,2022,DET,SG,14.784,-1.202,-0.714,-0.488,0.577,Movement Shooter,Chaser
203897,Zach Lavine,2022,CHI,SG,34.747,0.735,2.034,-1.299,4.695,Shot Creator,Chaser
203901,Elfrid Payton,2022,PHO,PG,10.982,-2.338,-2.247,-0.091,0.022,Slasher,Point of Attack
203903,Jordan Clarkson,2022,UTA,SG,27.099,1.005,2.046,-1.041,4.691,Secondary Ball Handler,Low Activity
203914,Gary Harris,2022,ORL,SG,28.364,-2.276,-1.848,-0.428,0.137,Movement Shooter,Wing Stopper
203915,Spencer Dinwiddie,2022,WAS/DAL,PG,29.559,0.482,1.198,-0.716,3.671,Shot Creator,Chaser
203918,Rodney Hood,2022,MIL/LAC,SF,13.642,-2.695,-2.019,-0.676,-0.132,Movement Shooter,Low Activity
203920,Khem Birch,2022,TOR,C,18.022,-0.524,-1.15,0.625,1.192,Roll + Cut Big,Mobile Big
203924,Jerami Grant,2022,DET,PF,31.914,0.378,0.234,0.143,2.679,Shot Creator,Wing Stopper
203925,Joe Harris,2022,BRK,SF,30.194,-2.766,-2.302,-0.463,-0.097,Movement Shooter,Chaser
203926,Doug Mcdermott,2022,SAS,PF,23.985,-2.396,-0.809,-1.587,0.004,Off Screen Shooter,Low Activity
203932,Aaron Gordon,2022,DEN,PF,31.674,0.271,0.462,-0.191,4.079,Shot Creator,Wing Stopper
203935,Marcus Smart,2022,BOS,PG,32.335,1.503,0.634,0.869,5.765,Primary Ball Handler,Point of Attack
203937,Kyle Anderson,2022,MEM,PF,21.503,1.037,-0.51,1.547,3.281,Athletic Finisher,Wing Stopper
203939,Dwight Powell,2022,DAL,C,21.929,1.739,0.326,1.413,4.787,Roll + Cut Big,Anchor Big
203944,Julius Randle,2022,NYK,PF,35.334,-0.696,-0.034,-0.662,2.778,Shot Creator,Helper
203952,Andrew Wiggins,2022,GSW,SF,31.911,0.694,0.243,0.451,4.636,Shot Creator,Point of Attack
203954,Joel Embiid,2022,PHI,C,33.774,5.301,4.236,1.065,11.145,Shot Creator,Anchor Big
203991,Clint Capela,2022,ATL,C,27.59,2.36,0.466,1.894,6.243,Roll + Cut Big,Anchor Big
203992,Bogdan Bogdanović,2022,ATL,SG,29.341,1.385,1.634,-0.249,4.502,Secondary Ball Handler,Helper
203994,Jusuf Nurkić,2022,POR,C,28.19,1.441,-0.074,1.516,3.902,Post Scorer,Mobile Big
203999,Nikola Jokić,2022,DEN,C,33.456,7.045,5.249,1.796,14.434,Post Scorer,Anchor Big
204001,Kristaps Porziņģis,2022,DAL/WAS,PF,29.032,3.477,1.734,1.743,5.563,Versatile Big,Anchor Big
204025,Tim Frazier,2022,ORL/CLE,PG,17.299,-1.604,-1.645,0.042,0.105,Primary Ball Handler,Point of Attack
204060,Joe Ingles,2022,UTA,SF,24.936,-0.483,-0.359,-0.124,1.379,Movement Shooter,Chaser
204456,T.J. Mcconnell,2022,IND,PG,24.154,-0.748,-0.611,-0.137,0.69,Slasher,Point of Attack
1626145,Tyus Jones,2022,MEM,PG,21.225,0.701,1.112,-0.411,3.091,Primary Ball Handler,Point of Attack
1626147,Justin Anderson,2022,CLE/IND,SF,19.741,-0.23,-0.163,-0.067,0.44,Movement Shooter,Helper
1626149,Montrezl Harrell,2022,WAS/CHO,C,23.105,1.758,1.578,0.18,4.387,Post Scorer,Anchor Big
1626153,Delon Wright,2022,ATL,SG,18.863,0.609,-0.454,1.063,2.811,Primary Ball Handler,Point of Attack
1626156,D'Angelo Russell,2022,MIN,PG,31.949,0.957,1.745,-0.787,4.486,Primary Ball Handler,Chaser
1626157,Karl-Anthony Towns,2022,MIN,C,33.455,3.225,3.141,0.084,8.914,Shot Creator,Mobile Big
1626158,Richaun Holmes,2022,SAC,C,23.87,-0.252,-0.77,0.518,1.481,Roll + Cut Big,Anchor Big
1626159,Justise Winslow,2022,LAC/POR,PF,16.138,0.276,-0.567,0.842,1.332,Athletic Finisher,Wing Stopper
1626162,Kelly Oubre Jr.,2022,CHO,SF,26.304,-0.105,1.228,-1.334,2.946,Movement Shooter,Chaser
1626164,Devin Booker,2022,PHO,SG,34.482,2.967,3.127,-0.16,8.066,Shot Creator,Chaser
1626166,Cameron Payne,2022,PHO,PG,22.027,-0.234,-0.34,0.106,1.776,Primary Ball Handler,Low Activity
1626167,Myles Turner,2022,IND,C,29.399,2.669,-0.59,3.259,4.016,Versatile Big,Mobile Big
1626168,Trey Lyles,2022,DET/SAC,PF,20.483,-0.641,-0.194,-0.448,1.731,Stretch Big,Helper
1626169,Stanley Johnson,2022,LAL,PF,22.799,-1.012,-0.772,-0.24,0.972,Stationary Shooter,Wing Stopper
1626171,Bobby Portis,2022,MIL,C,28.171,0.675,0.031,0.644,4.013,Versatile Big,Mobile Big
1626172,Kevon Looney,2022,GSW,C,21.125,1.22,-0.801,2.021,4.035,Roll + Cut Big,Anchor Big
1626174,Christian Wood,2022,HOU,C,30.789,-0.148,0.224,-0.372,3.028,Shot Creator,Mobile Big
1626179,Terry Rozier,2022,CHO,SG,33.669,0.536,1.555,-1.018,4.642,Primary Ball Handler,Point of Attack
1626181,Norman Powell,2022,POR/LAC,SG,32.405,-1.022,0.536,-1.558,1.285,Movement Shooter,Wing Stopper
1626192,Pat Connaughton,2022,MIL,SF,26.012,-0.464,-0.394,-0.07,2.099,Stationary Shooter,Helper
1626195,Willy Hernangomez,2022,NOP,C,16.781,1.322,1.184,0.138,2.009,Post Scorer,Anchor Big
1626196,Josh Richardson,2022,BOS/SAS,SG,24.611,-0.485,-0.587,0.103,1.965,Movement Shooter,Chaser
1626204,Larry Nance Jr.,2022,POR/NOP,PF,22.609,-0.385,-0.574,0.189,1.344,Roll + Cut Big,Mobile Big
1626208,Keifer Sykes,2022,IND,PG,17.698,-2.758,-2,-0.758,-0.128,Primary Ball Handler,Point of Attack
1626220,Royce O'Neale,2022,UTA,SF,31.242,0.089,-0.645,0.734,3.847,Stationary Shooter,Wing Stopper
1626224,Cedi Osman,2022,CLE,SF,22.147,-2.289,-0.822,-1.467,0.103,Movement Shooter,Chaser
1627734,Domantas Sabonis,2022,IND/SAC,PF,34.45,2.381,0.54,1.841,6.56,Post Scorer,Mobile Big
1627736,Malik Beasley,2022,MIN,SG,25.016,-1.044,0.415,-1.459,1.713,Off Screen Shooter,Low Activity
1627737,Marquese Chriss,2022,DAL,PF,10.168,-1.261,-1.652,0.391,0.251,Roll + Cut Big,Mobile Big
1627739,Kris Dunn,2022,POR,PG,24.025,-1.537,-1.173,-0.364,0.185,Shot Creator,Point of Attack
1627741,Buddy Hield,2022,SAC/IND,SG,30.848,-0.435,1.103,-1.538,3.149,Off Screen Shooter,Chaser
1627742,Brandon Ingram,2022,NOP,SF,33.987,0.801,0.718,0.083,3.849,Shot Creator,Low Activity
1627745,Damian Jones,2022,SAC,C,18.156,-1.934,-1.944,0.01,0.301,Roll + Cut Big,Mobile Big
1627747,Caris Levert,2022,IND/CLE,SG,30.696,-0.301,0.834,-1.135,2.398,Slasher,Chaser
1627749,Dejounte Murray,2022,SAS,PG,34.794,3.342,2.297,1.045,8.691,Slasher,Point of Attack
1627751,Jakob Poeltl,2022,SAS,C,28.967,2.156,0.845,1.311,5.768,Roll + Cut Big,Anchor Big
1627752,Taurean Prince,2022,MIN,PF,17.052,-1.492,-1.031,-0.462,0.681,Movement Shooter,Helper
1627759,Jaylen Brown,2022,BOS,SF,33.643,1.174,1.217,-0.043,5.106,Shot Creator,Helper
1627761,Deandre' Bembry,2022,BRK/MIL,SF,18.321,-1.644,-1.585,-0.059,0.494,Athletic Finisher,Point of Attack
1627763,Malcolm Brogdon,2022,IND,PG,33.506,0.888,1.884,-0.996,2.552,Primary Ball Handler,Point of Attack
1627777,Georges Niang,2022,PHI,PF,22.847,-2.072,-0.46,-1.612,0.362,Stationary Shooter,Helper
1627780,Gary Payton Ii,2022,GSW,SG,17.49,2.394,0.593,1.801,3.823,Stretch Big,Chaser
1627783,Pascal Siakam,2022,TOR,PF,37.91,2.002,1.278,0.724,7.296,Shot Creator,Helper
1627788,Furkan Korkmaz,2022,PHI,SG,21.1,-2.13,-0.993,-1.137,0.243,Movement Shooter,Low Activity
1627789,Timothe Luwawu-Cabarrot,2022,ATL,SF,13.168,-1.672,-1.482,-0.19,0.317,Stationary Shooter,Helper
1627814,Damion Lee,2022,GSW,SG,19.944,-1.101,-1.083,-0.019,1.043,Off Screen Shooter,Chaser
1627823,Juancho Hernangomez,2022,BOS/SAS/UTA,PF,11.114,-0.888,-0.432,-0.457,0.43,Stationary Shooter,Low Activity
1627826,Ivica Zubac,2022,LAC,C,24.367,0.649,-0.909,1.557,3.632,Post Scorer,Anchor Big
1627827,Dorian Finney-Smith,2022,DAL,PF,33.047,0.433,-0.05,0.483,4.816,Stationary Shooter,Point of Attack
1627832,Fred Vanvleet,2022,TOR,PG,37.876,2.362,1.457,0.904,7.53,Primary Ball Handler,Point of Attack
1627854,Bryn Forbes,2022,SAS/DEN,SG,17.144,-1.604,-0.173,-1.431,0.652,Off Screen Shooter,Low Activity
1627863,Danuel House Jr.,2022,HOU/NYK/UTA,SF,17.308,-0.677,-0.873,0.196,0.802,Stationary Shooter,Wing Stopper
1627884,Derrick Jones Jr.,2022,CHI,PF,17.636,-0.908,-1.106,0.198,0.859,Stretch Big,Helper
1627936,Alex Caruso,2022,CHI,SG,27.972,0.883,-0.687,1.57,2.423,Primary Ball Handler,Point of Attack
1628021,David Nwaba,2022,HOU,SF,13.238,0.566,0.08,0.486,1.162,Athletic Finisher,Wing Stopper
1628035,Alfonzo Mckinnie,2022,CHI,SF,12.136,-2.143,-1.368,-0.775,0.034,Stationary Shooter,Wing Stopper
1628365,Markelle Fultz,2022,ORL,PG,19.985,0.2,0.108,0.092,0.601,Slasher,Point of Attack
1628366,Lonzo Ball,2022,CHI,PG,34.64,0.772,-0.48,1.252,2.474,Primary Ball Handler,Point of Attack
1628367,Josh Jackson,2022,DET/SAC,SF,16.273,-1.337,-1.622,0.285,0.563,Movement Shooter,Helper
1628368,De'Aaron Fox,2022,SAC,PG,35.314,0.224,1.075,-0.851,3.514,Shot Creator,Point of Attack
1628369,Jayson Tatum,2022,BOS,SF,35.934,4.327,3.334,0.993,11.677,Shot Creator,Helper
1628370,Malik Monk,2022,LAL,SG,28.139,-1.161,0.673,-1.835,1.693,Movement Shooter,Chaser
1628372,Dennis Smith Jr.,2022,POR,PG,17.256,-0.328,-1.08,0.751,0.849,Shot Creator,Point of Attack
1628373,Frank Ntilikina,2022,DAL,SG,11.804,-0.914,-0.871,-0.043,0.651,Stationary Shooter,Point of Attack
1628374,Lauri Markkanen,2022,CLE,SF,30.78,0.713,0.652,0.062,3.761,Stationary Shooter,Wing Stopper
1628378,Donovan Mitchell,2022,UTA,SG,33.816,2.278,3.199,-0.921,6.81,Primary Ball Handler,Chaser
1628379,Luke Kennard,2022,LAC,SG,27.417,-0.948,0.247,-1.195,1.784,Off Screen Shooter,Low Activity
1628380,Zach Collins,2022,SAS,C,17.93,-0.079,-0.861,0.782,0.748,Post Scorer,Anchor Big
1628381,John Collins,2022,ATL,PF,30.791,1.014,0.193,0.821,3.653,Post Scorer,Helper
1628384,Og Anunoby,2022,TOR,SF,36.007,0.83,-0.196,1.026,3.592,Shot Creator,Wing Stopper
1628386,Jarrett Allen,2022,CLE,C,32.314,1.87,0.171,1.699,4.969,Post Scorer,Mobile Big
1628389,Bam Adebayo,2022,MIA,C,32.594,2.723,0.61,2.113,5.999,Shot Creator,Mobile Big
1628392,Isaiah Hartenstein,2022,LAC,C,17.879,1.221,-0.07,1.292,2.833,Roll + Cut Big,Anchor Big
1628398,Kyle Kuzma,2022,WAS,PF,33.397,-1.22,-0.743,-0.477,1.662,Movement Shooter,Wing Stopper
1628400,Semi Ojeleye,2022,MIL/LAC,PF,13.527,-2.122,-1.538,-0.584,0.072,Stationary Shooter,Helper
1628401,Derrick White,2022,SAS/BOS,SG,29.317,0.801,0.567,0.234,4.528,Primary Ball Handler,Chaser
1628402,Frank Jackson,2022,DET,PG,21.961,-2.297,-0.757,-1.54,0.076,Off Screen Shooter,Low Activity
1628404,Josh Hart,2022,NOP/POR,SG,33.167,0.717,0.075,0.641,3.591,Primary Ball Handler,Wing Stopper
1628408,Pj Dozier,2022,DEN,SG,18.916,-1.573,-1.377,-0.195,0.18,Movement Shooter,Chaser
1628415,Dillon Brooks,2022,MEM,SF,27.657,0.712,0.454,0.258,1.772,Shot Creator,Wing Stopper
1628418,Thomas Bryant,2022,WAS,C,16.265,-0.029,-1.139,1.11,0.669,Roll + Cut Big,Anchor Big
1628420,Monté Morris,2022,DEN,PG,29.853,0.914,0.961,-0.047,4.774,Primary Ball Handler,Point of Attack
1628425,Sterling Brown,2022,DAL,SG,12.823,-1.071,-1.73,0.659,0.534,Stationary Shooter,Helper
1628432,Davon Reed,2022,DEN,SG,13.91,-0.904,-1.039,0.135,0.639,Movement Shooter,Helper
1628449,Chris Boucher,2022,TOR,SF,21.127,0.904,0.504,0.4,3.593,Stretch Big,Helper
1628464,Daniel Theis,2022,HOU/BOS,C,20.796,-1.02,-1.657,0.637,0.863,Stretch Big,Mobile Big
1628467,Maxi Kleber,2022,DAL,PF,24.573,-0.543,-1.462,0.919,1.726,Stationary Shooter,Helper
1628470,Torrey Craig,2022,IND/PHO,SF,20.46,-2.306,-1.433,-0.873,0.095,Movement Shooter,Wing Stopper
1628539,Mychal Mulder,2022,ORL/MIA,PG,14.091,-1.59,-1.312,-0.278,0.124,Movement Shooter,Low Activity
1628960,Grayson Allen,2022,MIL,SG,27.344,0.223,0.246,-0.023,3.043,Movement Shooter,Chaser
1628963,Marvin Bagley Iii,2022,SAC/DET,PF,23.878,-0.344,0.269,-0.612,1.512,Roll + Cut Big,Mobile Big
1628964,Mo Bamba,2022,ORL,C,25.687,-1.03,-2.328,1.298,1.598,Stretch Big,Anchor Big
1628966,Keita Bates-Diop,2022,SAS,SF,16.212,-1.695,-1.82,0.125,0.43,Athletic Finisher,Wing Stopper
1628969,Mikal Bridges,2022,PHO,SF,34.809,1.376,0.195,1.181,6.935,Stationary Shooter,Point of Attack
