,name,height_inches,wingspan_inches,relative
781,Doron Lamb,75.25,78.75,3.5
782,Meyers Leonard,83.75,87.0,3.25
783,Damian Lillard,73.75,79.75,6.0
784,Scott Machado,73.0,76.0,3.0
785,Kendall Marshall,75.25,77.5,2.25
786,Fab Melo,82.75,86.5,3.75
787,Khris Middleton,78.75,82.75,4.0
788,Quincy Miller,80.75,85.25,4.5
789,Darius Miller,78.0,81.0,3.0
790,Tony Mitchell,77.25,82.0,4.75
791,Arnett Moultrie,81.5,86.25,4.75
792,Kevin Murphy,77.0,78.75,1.75
793,Andrew Nicholson,80.5,88.0,7.5
794,Kyle O'Quinn,80.5,88.75,8.25
795,Miles Plumlee,82.5,84.75,2.25
796,Austin Rivers,75.5,79.25,3.75
797,Thomas Robinson,79.75,87.25,7.5
798,Terrence Ross,78.0,79.25,1.25
799,Tomas Satoransky,78.5,79.25,0.75
800,Mike Scott,79.25,82.75,3.5
801,Henry Sims,82.0,88.0,6.0
802,Jared Sullinger,79.75,85.25,5.5
803,Jordan Taylor,73.0,75.0,2.0
804,Jeff Taylor,78.0,78.25,0.25
805,Tyshawn Taylor,74.75,78.25,3.5
806,Marquis Teague,73.0,79.25,6.25
807,Hollis Thompson,78.75,81.5,2.75
808,Dion Waiters,74.5,79.25,4.75
809,Royce White,79.0,84.0,5.0
810,Tony Wroten,76.75,81.0,4.25
811,Tyler Zeller,83.25,84.0,0.75
812,Quincy Acy,78.5,86.75,8.25
813,Harrison Barnes,79.0,83.25,4.25
814,Will Barton,77.0,81.75,4.75
815,Bradley Beal,75.25,80.0,4.75
816,J'Covan Brown,73.0,77.25,4.25
817,William Buford,76.0,81.5,5.5
818,Jae Crowder,76.75,81.25,4.5
819,Jared Cunningham,75.5,78.5,3.0
820,Anthony Davis,81.25,89.5,8.25
821,Marcus Denmon,74.25,77.0,2.75
822,Andre Drummond,81.75,90.25,8.5
823,Kim English,76.5,78.5,2.0
824,Festus Ezeli,81.75,89.75,8.0
825,Drew Gordon,80.0,83.5,3.5
826,Draymond Green,77.75,85.25,7.5
827,JaMychal Green,80.0,86.25,6.25
828,Maurice Harkless,79.25,84.0,4.75
829,John Henson,81.0,89.0,8.0
830,Tu Holloway,70.5,77.5,7.0
831,Robbie Hummel,79.25,80.5,1.25
832,Bernard James,80.75,87.0,6.25
833,John Jenkins,75.25,80.5,5.25
834,Orlando Johnson,75.75,83.25,7.5
835,Darius Johnson-Odom,73.5,79.0,5.5
836,Terrence Jones,80.25,86.25,6.0
837,Perry Jones,82.25,85.75,3.5
838,Kevin Jones,78.25,85.5,7.25
839,Kris Joseph,78.0,83.0,5.0
840,Michael Kidd-Gilchrist,77.75,84.0,6.25
841,Jeremy Lamb,76.0,83.0,7.0
842,Doron Lamb,75.25,78.75,3.5
843,Meyers Leonard,83.75,87.0,3.25
844,Damian Lillard,73.75,79.75,6.0
845,Scott Machado,73.0,76.0,3.0
846,Kendall Marshall,75.25,77.5,2.25
847,Fab Melo,82.75,86.5,3.75
848,Khris Middleton,78.75,82.75,4.0
849,Quincy Miller,80.75,85.25,4.5
850,Darius Miller,78.0,81.0,3.0
851,Tony Mitchell,77.25,82.0,4.75
852,Arnett Moultrie,81.5,86.25,4.75
853,Kevin Murphy,77.0,78.75,1.75
854,Andrew Nicholson,80.5,88.0,7.5
855,Kyle O'Quinn,80.5,88.75,8.25
856,Miles Plumlee,82.5,84.75,2.25
857,Austin Rivers,75.5,79.25,3.75
858,Thomas Robinson,79.75,87.25,7.5
859,Terrence Ross,78.0,79.25,1.25
860,Tomas Satoransky,78.5,79.25,0.75
861,Mike Scott,79.25,82.75,3.5
862,Henry Sims,82.0,88.0,6.0
863,Jared Sullinger,79.75,85.25,5.5
864,Jordan Taylor,73.0,75.0,2.0
865,Jeff Taylor,78.0,78.25,0.25
866,Tyshawn Taylor,74.75,78.25,3.5
867,Marquis Teague,73.0,79.25,6.25
868,Hollis Thompson,78.75,81.5,2.75
869,Dion Waiters,74.5,79.25,4.75
870,Royce White,79.0,84.0,5.0
871,Tony Wroten,76.75,81.0,4.25
872,Tyler Zeller,83.25,84.0,0.75
873,Quincy Acy,78.5,86.75,8.25
874,Harrison Barnes,79.0,83.25,4.25
875,Will Barton,77.0,81.75,4.75
876,Bradley Beal,75.25,80.0,4.75
877,J'Covan Brown,73.0,77.25,4.25
878,William Buford,76.0,81.5,5.5
879,Jae Crowder,76.75,81.25,4.5
880,Jared Cunningham,75.5,78.5,3.0
881,Anthony Davis,81.25,89.5,8.25
882,Marcus Denmon,74.25,77.0,2.75
883,Andre Drummond,81.75,90.25,8.5
884,Kim English,76.5,78.5,2.0
885,Festus Ezeli,81.75,89.75,8.0
886,Drew Gordon,80.0,83.5,3.5
887,Draymond Green,77.75,85.25,7.5
888,JaMychal Green,80.0,86.25,6.25
889,Maurice Harkless,79.25,84.0,4.75
890,John Henson,81.0,89.0,8.0
891,Tu Holloway,70.5,77.5,7.0
892,Robbie Hummel,79.25,80.5,1.25
893,Bernard James,80.75,87.0,6.25
894,John Jenkins,75.25,80.5,5.25
895,Orlando Johnson,75.75,83.25,7.5
896,Darius Johnson-Odom,73.5,79.0,5.5
897,Terrence Jones,80.25,86.25,6.0
898,Perry Jones,82.25,85.75,3.5
899,Kevin Jones,78.25,85.5,7.25
900,Kris Joseph,78.0,83.0,5.0
901,Michael Kidd-Gilchrist,77.75,84.0,6.25
902,Jeremy Lamb,76.0,83.0,7.0
903,Doron Lamb,75.25,78.75,3.5
904,Meyers Leonard,83.75,87.0,3.25
905,Damian Lillard,73.75,79.75,6.0
906,Scott Machado,73.0,76.0,3.0
907,Kendall Marshall,75.25,77.5,2.25
908,Fab Melo,82.75,86.5,3.75
909,Khris Middleton,78.75,82.75,4.0
910,Quincy Miller,80.75,85.25,4.5
911,Darius Miller,78.0,81.0,3.0
912,Tony Mitchell,77.25,82.0,4.75
913,Arnett Moultrie,81.5,86.25,4.75
914,Kevin Murphy,77.0,78.75,1.75
915,Andrew Nicholson,80.5,88.0,7.5
916,Kyle O'Quinn,80.5,88.75,8.25
917,Miles Plumlee,82.5,84.75,2.25
918,Austin Rivers,75.5,79.25,3.75
919,Thomas Robinson,79.75,87.25,7.5
920,Terrence Ross,78.0,79.25,1.25
921,Tomas Satoransky,78.5,79.25,0.75
922,Mike Scott,79.25,82.75,3.5
923,Henry Sims,82.0,88.0,6.0
924,Jared Sullinger,79.75,85.25,5.5
925,Jordan Taylor,73.0,75.0,2.0
926,Jeff Taylor,78.0,78.25,0.25
927,Tyshawn Taylor,74.75,78.25,3.5
928,Marquis Teague,73.0,79.25,6.25
929,Hollis Thompson,78.75,81.5,2.75
930,Dion Waiters,74.5,79.25,4.75
931,Royce White,79.0,84.0,5.0
932,Tony Wroten,76.75,81.0,4.25
933,Tyler Zeller,83.25,84.0,0.75
934,Tony Allen,75.5,81.0,5.5
935,Trevor Ariza,79.0,86.0,7.0
936,Andre Barrett,68.75,73.0,4.25
937,Brandon Bass,78.25,86.5,8.25
939,Tony Bobbitt,74.75,79.0,4.25
940,Brian Boddicker,79.5,82.0,2.5
941,Tim Bowers,72.5,81.0,8.5
942,Andre Brown,80.0,83.0,3.0
943,Antonio Burks,72.0,78.5,6.5
944,Jackie Butler,80.0,85.5,5.5
945,Aleksandar Capin,72.0,73.5,1.5
946,Ales Chan,84.0,87.0,3.0
947,Josh Childress,77.75,83.0,5.25
948,TJ Cummings,79.5,81.5,2.0
949,Erik Daniels,78.25,83.0,4.75
950,Luol Deng,79.0,84.5,5.5
951,Marcus Douthit,81.5,88.0,6.5
952,Chris Duhon,72.0,78.5,6.5
953,John Edwards,83.25,88.5,5.25
954,Andre Emmett,75.5,81.0,5.5
955,Desmon Farmer,76.5,80.5,4.0
956,Luis Flores,72.5,79.5,7.0
957,Matt Freije,80.25,85.0,4.75
958,Chris Garnett,80.25,85.0,4.75
959,Ryan Gomes,78.5,86.0,7.5
960,Ben Gordon,73.0,80.5,7.5
961,Devin Harris,73.75,79.5,5.75
962,Dwight Howard,81.0,88.5,7.5
963,Rolando Howell,79.5,84.5,5.0
964,Kris Humphries,80.25,84.5,4.25
965,Andre Iguodala,77.75,83.0,5.25
966,Martin Iti,80.5,89.0,8.5
967,Luke Jackson,78.0,80.5,2.5
968,Al Jefferson,80.5,86.5,6.0
969,Arthur Johnson,79.0,87.0,8.0
970,Ivan Koljevic,73.0,74.5,1.5
971,Herve Lamizana,79.5,85.5,6.0
972,Sergei Lishouk,82.25,84.0,1.75
973,Shaun Livingston,78.25,83.0,4.75
974,Jaime Lloreda,78.75,81.5,2.75
975,Bryant Matthews,77.75,84.5,6.75
976,Marcus Melvin,78.75,84.0,5.25
977,Rich Melzer,79.5,86.0,6.5
978,Ricky Minard,75.25,79.0,3.75
979,James Moore,78.5,84.5,6.0
980,Marcus Moore,76.0,81.0,5.0
981,Michel Morandais,75.75,83.5,7.75
982,Jameer Nelson,71.0,74.5,3.5
983,Misan Nikagbatse,75.5,82.0,6.5
984,Emeka Okafor,80.75,88.0,7.25
985,Randall Orr,81.0,82.5,1.5
986,Dylan Page,79.5,79.0,-0.5
987,Drago Pasalic,81.25,83.5,2.25
988,Rickey Paulding,74.75,81.5,6.75
989,Kelvin Pena,74.25,78.5,4.25
990,Tim Pickett,75.0,79.5,4.5
991,Omar Quintero,69.75,71.5,1.75
992,Peter Ramos,85.75,89.5,3.75
993,Jared Reiner,82.0,84.5,2.5
994,Lawrence Roberts,79.5,81.5,2.0
995,Bernard Robinson,77.25,82.0,4.75
996,Nate Robinson,67.75,73.0,5.25
997,Aerick Sanders,78.5,83.5,5.0
998,Romain Sato,74.0,83.0,9.0
999,Blagota Sekulic,81.25,83.0,1.75
1000,Josh Smith,79.0,84.0,5.0
1001,J.R. Smith,77.5,82.0,4.5
1002,Kirk Snyder,78.0,81.0,3.0
1003,Pape Sow,80.5,86.0,5.5
1004,Tiago Splitter,82.25,86.0,3.75
1006,Tom Timmerrmans,82.5,83.0,0.5
1007,Marko Tomas,78.5,79.0,0.5
1008,Beno Udrih,74.5,76.5,2.0
1009,Jackson Vroman,81.25,84.0,2.75
1010,Delonte West,73.5,78.0,4.5
1011,Damien Wilkins,76.5,84.0,7.5
1012,Mike Williams,77.5,83.5,6.0
1013,Nate Williams,80.5,85.5,5.0
1014,Rashad Wright,72.5,82.0,9.5
1015,Quincy Acy,78.5,86.75,8.25
1016,Harrison Barnes,79.0,83.25,4.25
1017,Will Barton,77.0,81.75,4.75
1018,Bradley Beal,75.25,80.0,4.75
1019,J'Covan Brown,73.0,77.25,4.25
1020,William Buford,76.0,81.5,5.5
1021,Jae Crowder,76.75,81.25,4.5
1022,Jared Cunningham,75.5,78.5,3.0
1023,Anthony Davis,81.25,89.5,8.25
1024,Marcus Denmon,74.25,77.0,2.75
1025,Andre Drummond,81.75,90.25,8.5
1026,Kim English,76.5,78.5,2.0
1027,Festus Ezeli,81.75,89.75,8.0
1028,Drew Gordon,80.0,83.5,3.5
1029,Draymond Green,77.75,85.25,7.5
1030,JaMychal Green,80.0,86.25,6.25
1031,Maurice Harkless,79.25,84.0,4.75
1032,John Henson,81.0,89.0,8.0
1033,Tu Holloway,70.5,77.5,7.0
1034,Robbie Hummel,79.25,80.5,1.25
1035,Bernard James,80.75,87.0,6.25
1036,John Jenkins,75.25,80.5,5.25
1037,Orlando Johnson,75.75,83.25,7.5
1038,Darius Johnson-Odom,73.5,79.0,5.5
1039,Terrence Jones,80.25,86.25,6.0
1040,Perry Jones,82.25,85.75,3.5
1041,Kevin Jones,78.25,85.5,7.25
1042,Kris Joseph,78.0,83.0,5.0
1043,Michael Kidd-Gilchrist,77.75,84.0,6.25
1044,Jeremy Lamb,76.0,83.0,7.0
1045,Doron Lamb,75.25,78.75,3.5
1046,Meyers Leonard,83.75,87.0,3.25
1047,Damian Lillard,73.75,79.75,6.0
1048,Scott Machado,73.0,76.0,3.0
1049,Kendall Marshall,75.25,77.5,2.25
1050,Fab Melo,82.75,86.5,3.75
1051,Khris Middleton,78.75,82.75,4.0
1052,Quincy Miller,80.75,85.25,4.5
1053,Darius Miller,78.0,81.0,3.0
1054,Tony Mitchell,77.25,82.0,4.75
1055,Arnett Moultrie,81.5,86.25,4.75
1056,Kevin Murphy,77.0,78.75,1.75
1057,Andrew Nicholson,80.5,88.0,7.5
1058,Kyle O'Quinn,80.5,88.75,8.25
1059,Miles Plumlee,82.5,84.75,2.25
1060,Austin Rivers,75.5,79.25,3.75
1061,Thomas Robinson,79.75,87.25,7.5
1062,Terrence Ross,78.0,79.25,1.25
1063,Tomas Satoransky,78.5,79.25,0.75
1064,Mike Scott,79.25,82.75,3.5
1065,Henry Sims,82.0,88.0,6.0
1066,Jared Sullinger,79.75,85.25,5.5
1067,Jordan Taylor,73.0,75.0,2.0
1068,Jeff Taylor,78.0,78.25,0.25
1069,Tyshawn Taylor,74.75,78.25,3.5
1070,Marquis Teague,73.0,79.25,6.25
1071,Hollis Thompson,78.75,81.5,2.75
1072,Dion Waiters,74.5,79.25,4.75
1073,Royce White,79.0,84.0,5.0
1074,Tony Wroten,76.75,81.0,4.25
1075,Tyler Zeller,83.25,84.0,0.75
1076,Quincy Acy,78.5,86.75,8.25
1077,Harrison Barnes,79.0,83.25,4.25
1078,Will Barton,77.0,81.75,4.75
1079,Bradley Beal,75.25,80.0,4.75
1080,J'Covan Brown,73.0,77.25,4.25
1081,William Buford,76.0,81.5,5.5
1082,Jae Crowder,76.75,81.25,4.5
1083,Jared Cunningham,75.5,78.5,3.0
1084,Anthony Davis,81.25,89.5,8.25
1085,Marcus Denmon,74.25,77.0,2.75
1086,Andre Drummond,81.75,90.25,8.5
1087,Kim English,76.5,78.5,2.0
1088,Festus Ezeli,81.75,89.75,8.0
1089,Drew Gordon,80.0,83.5,3.5
1090,Draymond Green,77.75,85.25,7.5
1091,JaMychal Green,80.0,86.25,6.25
1092,Maurice Harkless,79.25,84.0,4.75
1093,John Henson,81.0,89.0,8.0
1094,Tu Holloway,70.5,77.5,7.0
1095,Robbie Hummel,79.25,80.5,1.25
1096,Bernard James,80.75,87.0,6.25
1097,John Jenkins,75.25,80.5,5.25
1098,Orlando Johnson,75.75,83.25,7.5
1099,Darius Johnson-Odom,73.5,79.0,5.5
1100,Terrence Jones,80.25,86.25,6.0
1101,Perry Jones,82.25,85.75,3.5
1102,Kevin Jones,78.25,85.5,7.25
1103,Kris Joseph,78.0,83.0,5.0
1104,Michael Kidd-Gilchrist,77.75,84.0,6.25
1105,Jeremy Lamb,76.0,83.0,7.0
1106,Doron Lamb,75.25,78.75,3.5
1107,Meyers Leonard,83.75,87.0,3.25
1108,Damian Lillard,73.75,79.75,6.0
1109,Scott Machado,73.0,76.0,3.0
1110,Kendall Marshall,75.25,77.5,2.25
1111,Fab Melo,82.75,86.5,3.75
1112,Khris Middleton,78.75,82.75,4.0
1113,Quincy Miller,80.75,85.25,4.5
1114,Darius Miller,78.0,81.0,3.0
1115,Tony Mitchell,77.25,82.0,4.75
1116,Arnett Moultrie,81.5,86.25,4.75
1117,Kevin Murphy,77.0,78.75,1.75
1118,Andrew Nicholson,80.5,88.0,7.5
1119,Kyle O'Quinn,80.5,88.75,8.25
1120,Miles Plumlee,82.5,84.75,2.25
1121,Austin Rivers,75.5,79.25,3.75
1122,Thomas Robinson,79.75,87.25,7.5
1123,Terrence Ross,78.0,79.25,1.25
1124,Tomas Satoransky,78.5,79.25,0.75
1125,Mike Scott,79.25,82.75,3.5
1126,Henry Sims,82.0,88.0,6.0
1127,Jared Sullinger,79.75,85.25,5.5
1128,Jordan Taylor,73.0,75.0,2.0
1129,Jeff Taylor,78.0,78.25,0.25
1130,Tyshawn Taylor,74.75,78.25,3.5
1131,Marquis Teague,73.0,79.25,6.25
1132,Hollis Thompson,78.75,81.5,2.75
1133,Dion Waiters,74.5,79.25,4.75
1134,Royce White,79.0,84.0,5.0
1135,Tony Wroten,76.75,81.0,4.25
1136,Tyler Zeller,83.25,84.0,0.75
1137,Keith Benson,82.0,87.75,5.75
1138,Marshon Brooks,76.25,85.0,8.75
1139,Alec Burks,77.0,82.0,5.0
1140,Jimmy Butler,78.0,79.5,1.5
1141,Norris Cole,72.25,74.25,2.0
1142,Jon Diebler,77.25,78.0,0.75
1143,Michael Dunigan,80.5,87.25,6.75
1144,LaceDarius Dunn,75.0,78.25,3.25
1145,Kenneth Faried,78.0,84.0,6.0
1146,James Fredette,72.75,76.5,3.75
1147,Andrew Goudelock,73.25,76.25,3.0
1148,Jordan Hamilton,78.75,81.5,2.75
1149,Justin Harper,80.0,83.75,3.75
1150,Tobias Harris,78.5,83.0,4.5
1151,Tyler Honeycutt,78.75,81.0,2.25
1152,Scotty Hopson,77.75,82.5,4.75
1153,Kyrie Irving,73.75,76.0,2.25
1154,Rick Jackson,80.25,86.0,5.75
1155,Charles Jenkins,73.5,79.5,6.0
1156,JaJuan Johnson,81.0,86.0,5.0
1157,Cory Joseph,74.0,77.5,3.5
1158,Enes Kanter,81.75,85.5,3.75
1159,Brandon Knight,73.5,78.75,5.25
1160,Malcolm Lee,76.0,81.75,5.75
1161,Kawhi Leonard,78.0,87.0,9.0
1162,Travis Leslie,75.0,82.5,7.5
1163,Jon Leuer,82.0,84.0,2.0
1164,DeAndre Liggins,77.0,83.0,6.0
1165,David Lighty,76.75,80.0,3.25
1166,Shelvin Mack,73.0,79.5,6.5
1167,Demetri McCamey,73.75,78.25,4.5
1168,E'Twaun Moore,74.5,81.5,7.0
1169,Markieff Morris,79.75,82.75,3.0
1170,Marcus Morris,79.0,82.0,3.0
1171,Darius Morris,75.25,79.5,4.25
1172,Chandler Parsons,80.75,81.5,0.75
1173,Jereme Richmond,78.0,82.25,4.25
1174,Josh Selby,73.75,77.25,3.5
1175,Iman Shumpert,76.25,81.5,5.25
1176,Kyle Singler,79.5,82.1,2.5999999999999943
1177,Chris Singleton,79.75,85.0,5.25
1178,Jamie Skeen,78.5,85.25,6.75
1179,Gregory Smith,80.0,86.5,6.5
1180,Nolan Smith,73.5,77.5,4.0
1181,Malcolm Thomas,79.5,84.5,5.0
1182,Isaiah Thomas,68.75,73.75,5.0
1183,Trey Thompkins,80.5,85.0,4.5
1184,Tristan Thompson,79.5,85.25,5.75
1185,Klay Thompson,77.75,81.0,3.25
1186,Jeremy Tyler,81.0,89.0,8.0
1187,Nikola Vucevic,82.25,88.5,6.25
1188,Kemba Walker,71.5,75.5,4.0
1189,Derrick Williams,79.25,85.5,6.25
1190,Jordan Williams,79.75,84.25,4.5
1191,Quincy Acy,78.5,86.75,8.25
1192,Harrison Barnes,79.0,83.25,4.25
1193,Will Barton,77.0,81.75,4.75
1194,Bradley Beal,75.25,80.0,4.75
1195,J'Covan Brown,73.0,77.25,4.25
1196,William Buford,76.0,81.5,5.5
1197,Jae Crowder,76.75,81.25,4.5
1198,Jared Cunningham,75.5,78.5,3.0
1199,Anthony Davis,81.25,89.5,8.25
1200,Marcus Denmon,74.25,77.0,2.75
1201,Andre Drummond,81.75,90.25,8.5
1202,Kim English,76.5,78.5,2.0
1203,Festus Ezeli,81.75,89.75,8.0
1204,Drew Gordon,80.0,83.5,3.5
1205,Draymond Green,77.75,85.25,7.5
1206,JaMychal Green,80.0,86.25,6.25
1207,Maurice Harkless,79.25,84.0,4.75
1208,John Henson,81.0,89.0,8.0
1209,Tu Holloway,70.5,77.5,7.0
1210,Robbie Hummel,79.25,80.5,1.25
1211,Bernard James,80.75,87.0,6.25
1212,John Jenkins,75.25,80.5,5.25
1213,Orlando Johnson,75.75,83.25,7.5
1214,Darius Johnson-Odom,73.5,79.0,5.5
1215,Terrence Jones,80.25,86.25,6.0
1216,Perry Jones,82.25,85.75,3.5
1217,Kevin Jones,78.25,85.5,7.25
1218,Kris Joseph,78.0,83.0,5.0
1219,Michael Kidd-Gilchrist,77.75,84.0,6.25
1220,Jeremy Lamb,76.0,83.0,7.0
1221,Doron Lamb,75.25,78.75,3.5
1222,Meyers Leonard,83.75,87.0,3.25
1223,Damian Lillard,73.75,79.75,6.0
1224,Scott Machado,73.0,76.0,3.0
1225,Kendall Marshall,75.25,77.5,2.25
1226,Fab Melo,82.75,86.5,3.75
1227,Khris Middleton,78.75,82.75,4.0
1228,Quincy Miller,80.75,85.25,4.5
1229,Darius Miller,78.0,81.0,3.0
1230,Tony Mitchell,77.25,82.0,4.75
1231,Arnett Moultrie,81.5,86.25,4.75
1232,Kevin Murphy,77.0,78.75,1.75
1233,Andrew Nicholson,80.5,88.0,7.5
1234,Kyle O'Quinn,80.5,88.75,8.25
1235,Miles Plumlee,82.5,84.75,2.25
1236,Austin Rivers,75.5,79.25,3.75
1237,Thomas Robinson,79.75,87.25,7.5
1238,Terrence Ross,78.0,79.25,1.25
1239,Tomas Satoransky,78.5,79.25,0.75
1240,Mike Scott,79.25,82.75,3.5
1241,Henry Sims,82.0,88.0,6.0
1242,Jared Sullinger,79.75,85.25,5.5
1243,Jordan Taylor,73.0,75.0,2.0
1244,Jeff Taylor,78.0,78.25,0.25
1245,Tyshawn Taylor,74.75,78.25,3.5
1246,Marquis Teague,73.0,79.25,6.25
1247,Hollis Thompson,78.75,81.5,2.75
1248,Dion Waiters,74.5,79.25,4.75
1249,Royce White,79.0,84.0,5.0
1250,Tony Wroten,76.75,81.0,4.25
1251,Tyler Zeller,83.25,84.0,0.75
1252,Quincy Acy,78.5,86.75,8.25
1253,Harrison Barnes,79.0,83.25,4.25
1254,Will Barton,77.0,81.75,4.75
1255,Bradley Beal,75.25,80.0,4.75
1256,J'Covan Brown,73.0,77.25,4.25
1257,William Buford,76.0,81.5,5.5
1258,Jae Crowder,76.75,81.25,4.5
1259,Jared Cunningham,75.5,78.5,3.0
1260,Anthony Davis,81.25,89.5,8.25
1261,Marcus Denmon,74.25,77.0,2.75
1262,Andre Drummond,81.75,90.25,8.5
1263,Kim English,76.5,78.5,2.0
1264,Festus Ezeli,81.75,89.75,8.0
1265,Drew Gordon,80.0,83.5,3.5
1266,Draymond Green,77.75,85.25,7.5
1267,JaMychal Green,80.0,86.25,6.25
1268,Maurice Harkless,79.25,84.0,4.75
1269,John Henson,81.0,89.0,8.0
1270,Tu Holloway,70.5,77.5,7.0
1271,Robbie Hummel,79.25,80.5,1.25
1272,Bernard James,80.75,87.0,6.25
1273,John Jenkins,75.25,80.5,5.25
1274,Orlando Johnson,75.75,83.25,7.5
1275,Darius Johnson-Odom,73.5,79.0,5.5
1276,Terrence Jones,80.25,86.25,6.0
1277,Perry Jones,82.25,85.75,3.5
1278,Kevin Jones,78.25,85.5,7.25
1279,Kris Joseph,78.0,83.0,5.0
1280,Michael Kidd-Gilchrist,77.75,84.0,6.25
1281,Jeremy Lamb,76.0,83.0,7.0
1282,Doron Lamb,75.25,78.75,3.5
1283,Meyers Leonard,83.75,87.0,3.25
1284,Damian Lillard,73.75,79.75,6.0
1285,Scott Machado,73.0,76.0,3.0
1286,Kendall Marshall,75.25,77.5,2.25
1287,Fab Melo,82.75,86.5,3.75
1288,Khris Middleton,78.75,82.75,4.0
1289,Quincy Miller,80.75,85.25,4.5
1290,Darius Miller,78.0,81.0,3.0
1291,Tony Mitchell,77.25,82.0,4.75
1292,Arnett Moultrie,81.5,86.25,4.75
1293,Kevin Murphy,77.0,78.75,1.75
1294,Andrew Nicholson,80.5,88.0,7.5
1295,Kyle O'Quinn,80.5,88.75,8.25
1296,Miles Plumlee,82.5,84.75,2.25
1297,Austin Rivers,75.5,79.25,3.75
1298,Thomas Robinson,79.75,87.25,7.5
1299,Terrence Ross,78.0,79.25,1.25
1300,Tomas Satoransky,78.5,79.25,0.75
1301,Mike Scott,79.25,82.75,3.5
1302,Henry Sims,82.0,88.0,6.0
1303,Jared Sullinger,79.75,85.25,5.5
1304,Jordan Taylor,73.0,75.0,2.0
1305,Jeff Taylor,78.0,78.25,0.25
1306,Tyshawn Taylor,74.75,78.25,3.5
1307,Marquis Teague,73.0,79.25,6.25
1308,Hollis Thompson,78.75,81.5,2.75
1309,Dion Waiters,74.5,79.25,4.75
1310,Royce White,79.0,84.0,5.0
1311,Tony Wroten,76.75,81.0,4.25
1312,Tyler Zeller,83.25,84.0,0.75
