,name,height_inches,wingspan_inches,relative
550,"White, Derrick",75.25,79.5,4.25
551,"Williams-Goss, Nigel",73.5,79.25,5.75
552,"Wilson, D.J.",80.75,87.0,6.25
553,"Yurtseven, Omer",82.5,85.0,2.5
554,"Baker, Ron",75.25,81.75,6.5
555,"Baldwin IV, Wade",74.5,83.25,8.75
556,"Barber, Cat",73.5,77.5,4.0
557,"Beasley, Malik",75.5,79.0,3.5
558,"Bembry, DeAndre",76.25,81.25,5.0
559,"Bentil, Ben",79.25,85.5,6.25
560,"Bolomboy, Joel",79.5,85.75,6.25
561,"Brogdon, Malcolm",75.75,82.5,6.75
562,"Brown, Jaylen",77.25,83.75,6.5
563,"Chriss, Marquese",80.75,84.25,3.5
564,"Cook, Elgin",77.0,82.0,5.0
565,"Cousins, Isaiah",75.25,78.25,3.0
566,"Davis, Deyonta",81.25,86.5,5.25
567,"Diallo, Cheick",79.5,88.5,9.0
568,"Dunn, Kris",75.0,81.5,6.5
569,"Ellenson, Henry",82.0,86.25,4.25
570,"Ellis, Perry",79.0,82.25,3.25
571,"Felder, Kay",68.25,74.5,6.25
572,"Finney-Smith, Dorian",78.5,83.75,5.25
573,"Gbinije, Michael",77.5,79.5,2.0
574,"Hamilton, Daniel",78.25,81.0,2.75
575,"Hield, Buddy",75.75,81.25,5.5
576,"Jackson, Demetrius",72.0,77.5,5.5
577,"Johnson, Brice",81.0,84.5,3.5
578,"Jones, Damian",82.25,87.75,5.5
579,"Labissiere, Skal",82.5,86.5,4.0
580,"Layman, Jake",80.0,81.25,1.25
581,"Lee, Marcus",81.0,87.0,6.0
582,"LeVert, Caris",77.75,82.0,4.25
583,"Maker, Thon",83.75,87.0,3.25
584,"McCaw, Patrick",77.25,82.0,4.75
585,"Niang, Georges",78.75,82.0,3.25
586,"Onuaku, Chinanu",81.0,86.75,5.75
587,"Paige, Marcus",72.5,78.25,5.75
588,"Payton II, Gary",74.0,80.0,6.0
589,"Poeltl, Jakob",84.25,86.75,2.5
590,"Prince, Taurean",78.5,83.5,5.0
591,"Qi, Zhou",85.25,91.75,6.5
592,"Richardson, Malachi",76.75,84.0,7.25
593,"Selden, Wayne",76.25,82.5,6.25
594,"Siakam, Pascal",80.25,87.25,7.0
595,"Stone, Diamond",81.0,86.75,5.75
596,"Ulis, Tyler",68.75,74.0,5.25
597,"Uthoff, Jarrod",80.5,83.5,3.0
598,"Valentine, Denzel",76.0,82.75,6.75
599,"Whitehead, Isaiah",75.25,80.75,5.5
600,"Williams, Troy",77.75,80.25,2.5
601,"Wiltjer, Kyle",80.75,84.25,3.5
602,"Zimmerman, Stephen",82.25,87.25,5.0
603,"Alexander, Cliff",79.25,87.5,8.25
604,"Anderson, Justin",77.25,83.75,6.5
605,"Ashley, Brandon",79.25,87.75,8.5
606,"Boatright, Ryan",70.0,72.5,2.5
607,"Booker, Devin",76.5,80.25,3.75
608,"Brown, Anthony",77.75,83.0,5.25
609,"Cauley-Stein, Willie",83.25,87.0,3.75
610,"Christmas, Rakeem",80.25,89.25,9.0
611,"Connaughton, Pat",76.0,80.0,4.0
612,"Cook, Quinn",72.25,76.0,3.75
613,"Dawson, Branden",77.5,83.0,5.5
614,"Dekker, Sam",79.75,83.5,3.75
615,"Frazier II, Michael",75.75,80.0,4.25
616,"Graham, Treveon",76.0,82.5,6.5
617,"Grant, Jerian",75.25,79.5,4.25
618,"Hanlan, Olivier",75.25,78.0,2.75
619,"Harrell, Montrezl",79.0,88.25,9.25
620,"Harrison, Aaron",76.5,80.25,3.75
621,"Harrison, Andrew",76.5,81.0,4.5
622,"Harvey, Tyler",74.75,77.5,2.75
623,"Hawkins, Corey",72.75,80.0,7.25
624,"Hollis-Jefferson, Rondae",77.5,86.0,8.5
625,"Holmes, Jonathan",80.25,83.5,3.25
626,"Holmes, Richaun",80.25,85.5,5.25
627,"Hunter, R.J.",76.5,82.5,6.0
628,"Hunter, Vince",78.75,83.0,4.25
629,"Johnson, Dakari",83.0,86.0,3.0
630,"Johnson, Stanley",77.0,83.5,6.5
631,"Jones, Tyus",72.5,77.0,4.5
632,"Kaminsky, Frank",83.75,83.0,-0.75
633,"Looney, Kevon",80.0,87.5,7.5
634,"Lyles, Trey",81.0,85.5,4.5
635,"Martin, Jarell",80.0,81.0,1.0
636,"McConnell, TJ",72.5,74.0,1.5
637,"McCullough, Chris",80.25,87.25,7.0
638,"Mickey, Jordan",79.0,87.25,8.25
639,"Nance, Larry",79.5,85.5,6.0
640,"Oubre, Kelly",77.75,86.25,8.5
641,"Payne, Cameron",72.75,79.25,6.5
642,"Petteway, Terran",76.75,83.25,6.5
643,"Portis, Bobby",81.5,86.0,4.5
644,"Powell, Norman",75.0,82.75,7.75
645,"Qualls, Michael",76.0,84.25,8.25
646,"Randle, Chasson",72.25,79.0,6.75
647,"Rozier, Terry",72.5,80.25,7.75
648,"Russell, D?Angelo",75.25,81.75,6.5
649,"Sykes, Keifer",70.5,74.0,3.5
650,"Thornton, Marcus",73.75,79.75,6.0
651,"Tokoto, J.P.",77.25,82.0,4.75
652,"Turner, Myles",81.75,88.0,6.25
653,"Upshaw, Robert",82.75,89.5,6.75
654,"Vaughn, Rashad",75.75,79.0,3.25
655,"Walker, Chris",80.75,86.75,6.0
656,"Wells, Dez",75.0,81.5,6.5
657,"Williams, Alan",79.25,85.75,6.5
658,"Winslow, Justise",76.5,82.25,5.75
659,"Wood, Christian",81.25,87.25,6.0
660,"Wright, Delon",76.25,79.5,3.25
661,"Adams, Jordan",75.5,82.0,6.5
662,"Anderson, Kyle",79.5,86.75,7.25
663,"Antetokounmpo, Thanasis",77.25,84.0,6.75
664,"Bachynski, Jordan",85.25,88.0,2.75
665,"Bairstow, Cameron",80.75,84.75,4.0
666,"Birch, Khem",79.5,85.0,5.5
667,"Brown, Alec",84.25,85.5,1.25
668,"Brown, Jabari",75.0,80.25,5.25
669,"Brown, Markel",74.5,80.75,6.25
670,"Burton, Deonte",72.0,79.0,7.0
671,"Christon, Semaj",73.5,78.5,5.0
672,"Clarkson, Jordan",75.25,80.0,4.75
673,"Craft, Aaron",72.75,74.0,1.25
674,"Daniels, DeAndre",79.25,86.0,6.75
675,"Dinwiddie, Spencer",76.5,80.25,3.75
676,"Early, Cleanthony",78.0,82.75,4.75
677,"Ejim, Melvin",77.25,83.25,6.0
678,"Ennis, Tyler",73.0,79.25,6.25
679,"Exum, Dante",76.5,81.5,5.0
680,"Fair, C.J.",78.5,81.5,3.0
681,"Gordon, Aaron",79.5,83.75,4.25
682,"Grant, Jerami",78.5,86.75,8.25
683,"Hairston, P.J.",76.25,81.0,4.75
684,"Harris, Gary",74.5,78.75,4.25
685,"Harris, Joe",76.75,78.0,1.25
686,"Hood, Rodney",79.25,80.5,1.25
687,"Jefferson, Cory",79.75,84.5,4.75
688,"Johnson, Nick",73.5,79.25,5.75
689,"Kilpatrick, Sean",74.5,79.0,4.5
690,"Kirk, Alex",81.25,87.5,6.25
691,"LaVine, Zach",76.5,80.25,3.75
692,"Marble, Devyn",77.0,81.0,4.0
693,"McAdoo, James",79.5,86.25,6.75
694,"McDaniels, K.J.",76.5,83.25,6.75
695,"McDermott, Doug",78.25,81.25,3.0
696,"McRae, Jordan",75.75,84.5,8.75
697,"Napier, Shabazz",71.0,75.25,4.25
698,"O?Bryant III, Johnny",79.25,86.25,7.0
699,"Patterson, Lamar",76.0,83.0,7.0
700,"Payne, Adreian",81.0,88.0,7.0
701,"Payton, Elfrid",74.5,80.0,5.5
702,"Powell, Dwight",81.5,84.5,3.0
703,"Randle, Julius",79.75,84.0,4.25
704,"Robinson III, Glenn",77.5,82.0,4.5
705,"Ross, LaQuinton",78.5,85.75,7.25
706,"Smart, Marcus",74.0,81.25,7.25
707,"Smith, Russ",71.5,75.5,4.0
708,"Stauskas, Nik",77.25,79.75,2.5
709,"Stokes, Jarnell",79.0,85.25,6.25
710,"Thames, Xavier",74.25,76.0,1.75
711,"Vonleh, Noah",80.0,88.25,8.25
712,"Warren, T.J.",79.0,82.25,3.25
713,"Wilcox, C.J.",75.5,81.75,6.25
714,"Williams, Kendall",74.25,77.5,3.25
715,"Young, James",77.25,84.0,6.75
716,"Young, Patric",80.5,85.75,5.25
717,"Adams, Steven",82.75,88.5,5.75
718,"Blue, Vander",75.5,78.0,2.5
719,"Brown, Lorenzo",76.0,79.0,3.0
720,"Bullock, Reggie",77.75,80.75,3.0
721,"Burke, Trey",71.75,77.5,5.75
722,"Caldwell-Pope, Kentavious",76.5,80.0,3.5
723,"Canaan, Isaiah",71.0,76.5,5.5
724,"Carmichael, Jackie",79.5,85.5,6.0
725,"Carter-Williams, Michael",76.75,79.25,2.5
726,"Clyburn, Will",77.75,84.25,6.5
727,"Covington, Robert",78.25,85.75,7.5
728,"Crabbe, Allen",77.25,83.25,6.0
729,"Curry, Seth",73.0,76.0,3.0
730,"Davies, Brandon",80.5,85.5,5.0
731,"Dedmon, Dewayne",82.0,88.0,6.0
732,"Dieng, Gorgui",81.75,87.5,5.75
733,"Ennis, James",77.75,83.5,5.75
734,"Felix, Carrick",76.75,81.25,4.5
735,"Franklin, Jamaal",76.0,83.25,7.25
736,"Gobert, Rudy",84.5,92.5,8.0
737,"Goodwin, Archie",75.75,81.5,5.75
738,"Green, Erick",73.5,77.75,4.25
739,"Hardaway Jr., Tim",76.5,79.0,2.5
740,"Hill, Solomon",77.5,81.0,3.5
741,"Howell, Richard",78.25,82.25,4.0
742,"Iverson, Colton",82.5,86.0,3.5
743,"Jackson, Pierre",69.5,70.0,0.5
744,"Jerrett, Grant",80.75,86.0,5.25
745,"Kabongo, Myck",73.25,78.25,5.0
746,"Kadji, Kenny",80.75,87.0,6.25
747,"Kelly, Ryan",81.75,83.5,1.75
748,"Larkin, Shane",70.25,70.75,0.5
749,"Ledo, Ricky",76.75,79.25,2.5
751,"Leslie, CJ",79.5,86.25,6.75
752,"Mbakwe, Trevor",78.75,88.0,9.25
753,"McCallum, Ray",72.25,75.25,3.0
754,"McCollum, CJ",74.25,78.25,4.0
755,"McLemore, Ben",75.5,79.75,4.25
756,"Mitchell, Tony",79.5,86.5,7.0
757,"Muhammad, Shabazz",76.75,83.0,6.25
758,"Murphy, Erik",80.75,82.5,1.75
759,"Muscala, Mike",82.25,85.0,2.75
760,"Noel, Nerlens",82.0,87.75,5.75
761,"Oladipo, Victor",75.25,81.25,6.0
762,"Olynyk, Kelly",82.75,81.75,-1.0
763,"Paul, Brandon",74.75,82.25,7.5
764,"Pelle, Norvel",81.5,86.5,5.0
765,"Plumlee, Mason",83.25,83.0,-0.25
766,"Porter, Otto",79.5,85.5,6.0
767,"Pressey, Phil",69.5,74.25,4.75
768,"Rice, Glen",76.5,81.25,4.75
769,"Roberson, Andre",78.25,83.0,4.75
770,"Schroder, Dennis",73.0,79.75,6.75
771,"Siva, Peyton",71.5,75.0,3.5
772,"Snell, Tony",78.0,83.5,5.5
773,"Southerland, James",79.0,85.0,6.0
774,"Thomas, Adonis",76.75,85.0,8.25
775,"Thomas, Deshaun",77.0,82.0,5.0
776,"Withey, Jeff",82.75,86.0,3.25
777,"Wolters, Nate",75.5,75.75,0.25
778,"Young, BJ",74.25,80.25,6.0
779,"Zeller, Cody",82.75,82.75,0.0
780,"Acy, Quincy",78.5,86.75,8.25
781,"Barnes, Harrison",79.0,83.25,4.25
782,"Barton, Will",77.0,81.75,4.75
783,"Beal, Bradley",75.25,80.0,4.75
784,"Brown, J'Covan",73.0,77.25,4.25
785,"Buford, William",76.0,81.5,5.5
786,"Crowder, Jae",76.75,81.25,4.5
787,"Cunningham, Jared",75.5,78.5,3.0
788,"Davis, Anthony",81.25,89.5,8.25
789,"Denmon, Marcus",74.25,77.0,2.75
790,"Drummond, Andre",81.75,90.25,8.5
791,"English, Kim",76.5,78.5,2.0
792,"Ezeli, Festus",81.75,89.75,8.0
793,"Gordon, Drew",80.0,83.5,3.5
794,"Green, Draymond",77.75,85.25,7.5
795,"Green, JaMychal",80.0,86.25,6.25
796,"Harkless, Maurice",79.25,84.0,4.75
797,"Henson, John",81.0,89.0,8.0
798,"Holloway, Tu",70.5,77.5,7.0
799,"Hummel, Robbie",79.25,80.5,1.25
800,"James, Bernard",80.75,87.0,6.25
801,"Jenkins, John",75.25,80.5,5.25
802,"Johnson-Odom, Darius",73.5,79.0,5.5
803,"Johnson, Orlando",75.75,83.25,7.5
804,"Jones, Kevin",78.25,85.5,7.25
805,"Jones, Perry",82.25,85.75,3.5
806,"Jones, Terrence",80.25,86.25,6.0
807,"Joseph, Kris",78.0,83.0,5.0
808,"Kidd-Gilchrist, Michael",77.75,84.0,6.25
809,"Lamb, Doron",75.25,78.75,3.5
810,"Lamb, Jeremy",76.0,83.0,7.0
811,"Leonard, Meyers",83.75,87.0,3.25
812,"Lillard, Damian",73.75,79.75,6.0
813,"Machado, Scott",73.0,76.0,3.0
814,"Marshall, Kendall",75.25,77.5,2.25
815,"Melo, Fab",82.75,86.5,3.75
816,"Middleton, Khris",78.75,82.75,4.0
817,"Miller, Darius",78.0,81.0,3.0
818,"Miller, Quincy",80.75,85.25,4.5
819,"Moultrie, Arnett",81.5,86.25,4.75
820,"Murphy, Kevin",77.0,78.75,1.75
821,"Nicholson, Andrew",80.5,88.0,7.5
822,"O'Quinn, Kyle",80.5,88.75,8.25
823,"Plumlee, Miles",82.5,84.75,2.25
824,"Rivers, Austin",75.5,79.25,3.75
825,"Robinson, Thomas",79.75,87.25,7.5
826,"Ross, Terrence",78.0,79.25,1.25
827,"Satoransky, Tomas",78.5,79.25,0.75
828,"Scott, Mike",79.25,82.75,3.5
829,"Sims, Henry",82.0,88.0,6.0
830,"Sullinger, Jared",79.75,85.25,5.5
831,"Taylor, Jeff",78.0,78.25,0.25
832,"Taylor, Jordan",73.0,75.0,2.0
833,"Taylor, Tyshawn",74.75,78.25,3.5
834,"Teague, Marquis",73.0,79.25,6.25
835,"Thompson, Hollis",78.75,81.5,2.75
836,"Waiters, Dion",74.5,79.25,4.75
837,"White, Royce",79.0,84.0,5.0
838,"Wroten, Tony",76.75,81.0,4.25
839,"Zeller, Tyler",83.25,84.0,0.75
840,"Benson, Keith",82.0,87.75,5.75
841,"Brooks, Marshon",76.25,85.0,8.75
842,"Burks, Alec",77.0,82.0,5.0
843,"Butler, Jimmy",78.0,79.5,1.5
844,"Cole, Norris",72.25,74.25,2.0
845,"Diebler, Jon",77.25,78.0,0.75
846,"Dunigan, Michael",80.5,87.25,6.75
847,"Dunn, LaceDarius",75.0,78.25,3.25
848,"Faried, Kenneth",78.0,84.0,6.0
849,"Fredette, James",72.75,76.5,3.75
850,"Goudelock, Andrew",73.25,76.25,3.0
851,"Hamilton, Jordan",78.75,81.5,2.75
852,"Harper, Justin",80.0,83.75,3.75
853,"Harris, Tobias",78.5,83.0,4.5
854,"Honeycutt, Tyler",78.75,81.0,2.25
855,"Hopson, Scotty",77.75,82.5,4.75
856,"Irving, Kyrie",73.75,76.0,2.25
857,"Jackson, Rick",80.25,86.0,5.75
858,"Jenkins, Charles",73.5,79.5,6.0
859,"Johnson, JaJuan",81.0,86.0,5.0
860,"Joseph, Cory",74.0,77.5,3.5
861,"Kanter, Enes",81.75,85.5,3.75
862,"Knight, Brandon",73.5,78.75,5.25
863,"Lee, Malcolm",76.0,81.75,5.75
864,"Leonard, Kawhi",78.0,87.0,9.0
865,"Leslie, Travis",75.0,82.5,7.5
866,"Leuer, Jon",82.0,84.0,2.0
867,"Liggins, DeAndre",77.0,83.0,6.0
868,"Lighty, David",76.75,80.0,3.25
869,"Mack, Shelvin",73.0,79.5,6.5
870,"McCamey, Demetri",73.75,78.25,4.5
871,"Moore, E'Twaun",74.5,81.5,7.0
872,"Morris, Darius",75.25,79.5,4.25
873,"Morris, Marcus",79.0,82.0,3.0
874,"Morris, Markieff",79.75,82.75,3.0
875,"Parsons, Chandler",80.75,81.5,0.75
876,"Richmond, Jereme",78.0,82.25,4.25
877,"Selby, Josh",73.75,77.25,3.5
878,"Shumpert, Iman",76.25,81.5,5.25
879,"Singler, Kyle",79.5,82.1,2.5999999999999943
880,"Singleton, Chris",79.75,85.0,5.25
881,"Skeen, Jamie",78.5,85.25,6.75
882,"Smith, Gregory",80.0,86.5,6.5
883,"Smith, Nolan",73.5,77.5,4.0
884,"Thomas, Isaiah",68.75,73.75,5.0
885,"Thomas, Malcolm",79.5,84.5,5.0
886,"Thompkins, Trey",80.5,85.0,4.5
887,"Thompson, Klay",77.75,81.0,3.25
888,"Thompson, Tristan",79.5,85.25,5.75
889,"Tyler, Jeremy",81.0,89.0,8.0
890,"Vucevic, Nikola",82.25,88.5,6.25
891,"Walker, Kemba",71.5,75.5,4.0
892,"Williams, Derrick",79.25,85.5,6.25
893,"Williams, Jordan",79.75,84.25,4.5
894,"Alabi, Solomon",83.5,89.0,5.5
895,"Aldrich, Cole",81.0,88.75,7.75
896,"Aminu, Al-Farouq",79.25,87.25,8.0
897,"Anderson, James",76.75,80.5,3.75
898,"Babbitt, Luke",79.5,83.25,3.75
899,"Bledsoe, Eric",72.25,79.5,7.25
900,"Booker, Trevor",78.25,81.75,3.5
901,"Brackins, Craig",80.5,84.0,3.5
902,"Bradley, Avery",74.0,79.25,5.25
903,"Caracter, Derrick",80.25,84.25,4.0
904,"Collins, Sherron",70.25,74.5,4.25
905,"Cousins, DeMarcus",81.5,89.75,8.25
906,"Crawford, Jordan",75.0,79.0,4.0
907,"Davis, Ed",81.0,84.0,3.0
908,"Ebanks, Devin",79.0,84.25,5.25
909,"Favors, Derrick",80.75,88.0,7.25
910,"Gallon, Keith",80.5,88.5,8.0
911,"Garcia, Charles",80.25,85.75,5.5
912,"George, Paul",79.75,83.25,3.5
913,"Harangody, Luke",78.0,81.5,3.5
914,"Harris, Manny",76.0,79.25,3.25
915,"Hayward, Gordon",78.75,79.75,1.0
916,"Hayward, Lazar",76.5,84.75,8.25
917,"Henry, Xavier",77.25,83.25,6.0
918,"Hobson, Darington",77.25,81.25,4.0
919,"James, Damion",78.25,84.75,6.5
920,"Johnson, Armon",74.0,80.0,6.0
921,"Johnson, Wesley",78.25,85.0,6.75
922,"Jones, Dominique",75.25,81.25,6.0
923,"Jordan, Jerome",83.5,89.25,5.75
924,"Landesberg, Sylven",76.75,81.0,4.25
925,"Lawal, Gani",79.5,84.0,4.5
926,"Monroe, Greg",81.75,86.25,4.5
927,"Orton, Daniel",80.75,88.25,7.5
928,"Parakhouski, Artsiom",82.25,85.0,2.75
929,"Patterson, Patrick",80.0,85.25,5.25
930,"Pittman, Dexter",81.5,90.0,8.5
931,"Rautins, Andy",76.25,79.0,2.75
932,"Richards, Ryan",82.5,85.5,3.0
933,"Robinson, Stanley",78.5,84.0,5.5
934,"Sanders, Larry",81.25,89.75,8.5
935,"Scheyer, Jon",76.75,75.25,-1.5
936,"Stephenson, Lance",76.5,82.5,6.0
937,"Torrance, Mikhail",76.0,79.5,3.5
938,"Turner, Evan",77.75,80.0,2.25
939,"Udoh, Ekpe",80.75,88.5,7.75
940,"Varnado, Jarvis",80.25,87.5,7.25
941,"Vasquez, Greivis",77.0,79.0,2.0
942,"Wall, John",74.75,81.25,6.5
943,"Warren, Willie",74.5,78.0,3.5
944,"White, Terrico",75.75,81.0,5.25
945,"Whiteside, Hassan",82.5,91.0,8.5
946,"Adrien, Jeff",77.25,86.0,8.75
947,"Ayres, Jeff",80.75,85.0,4.25
948,"Beaubois, Rodrigue",73.25,81.75,8.5
949,"Blair, DeJuan",77.25,86.0,8.75
950,"Brown, Derrick",79.5,86.5,7.0
951,"Budinger, Chase",78.25,79.0,0.75
952,"Carroll, DeMarre",78.25,82.0,3.75
953,"Casspi, Omri",79.75,81.25,1.5
954,"Christmas, Dionte",76.25,81.0,4.75
955,"Clark, Earl",80.5,86.5,6.0
956,"Collison, Darren",72.25,75.0,2.75
957,"Cunningham, Dante",79.0,83.0,4.0
958,"Curry, Stephen",74.0,75.5,1.5
959,"Daye, Austin",81.75,86.75,5.0
960,"DeRozan, DeMar",77.5,81.0,3.5
961,"Douglas, Toney",73.0,78.0,5.0
962,"Ellington, Wayne",76.25,78.5,2.25
963,"Evans, Tyreke",76.0,83.25,7.25
964,"Flynn, Jonny",71.25,76.0,4.75
965,"Gibson, Taj",80.5,88.0,7.5
966,"Green, Danny",77.25,82.0,4.75
967,"Griffin, Blake",80.5,83.25,2.75
968,"Hansbrough, Tyler",80.25,83.5,3.25
969,"Harden, James",76.0,82.75,6.75
970,"Henderson, Gerald",76.0,82.25,6.25
971,"Heytvelt, Josh",82.0,85.25,3.25
972,"Hill, Jordan",81.25,85.5,4.25
973,"Holiday, Jrue",75.25,79.0,3.75
974,"Ingles, Joe",79.75,82.25,2.5
975,"Johnson, James",79.0,84.75,5.75
976,"Lawson, Ty",71.25,72.75,1.5
977,"Maynor, Eric",74.25,74.5,0.25
978,"McClinton, Jack",71.75,74.5,2.75
979,"McNeal, Jerel",73.5,79.25,5.75
980,"Meeks, Jodie",75.0,76.5,1.5
981,"Mills, Patty",71.25,74.0,2.75
982,"Mullens, Byron",83.75,85.5,1.75
983,"Price, A.J.",72.5,75.75,3.25
984,"Summers, DaJuan",79.25,84.75,5.5
985,"Taylor, Jermaine",75.5,80.75,5.25
986,"Teague, Jeff",72.25,79.5,7.25
987,"Thabeet, Hasheem",85.25,90.25,5.0
988,"Williams, Terrence",77.0,81.0,4.0
989,"Young, Sam",77.25,82.75,5.5
990,"Alexander, Joe",79.25,83.5,4.25
991,"Arthur, Darrell",79.5,82.75,3.25
992,"Augustin, D.J.",70.0,75.5,5.5
993,"Bayless, Jerryd",73.75,75.5,1.75
994,"Beasley, Michael",79.0,84.25,5.25
995,"Bradley, Ramel",73.25,77.0,3.75
996,"Brazelton, Tyrone",70.0,73.75,3.75
997,"Brown, Takais",79.25,82.0,2.75
998,"Brumbaugh, Keith",79.5,79.25,-0.25
999,"Burrell, Stanley",73.5,78.25,4.75
1000,"Butch, Brian",81.5,83.25,1.75
1001,"Butler, Jamar",72.25,76.75,4.5
1002,"Calathes, Pat",80.75,81.75,1.0
1003,"Crawford, Joe",75.0,77.75,2.75
1004,"Daniels, Chris",80.25,84.5,4.25
1005,"Dorsey, Joey",78.25,85.75,7.5
1006,"Dove, Marcus",78.75,83.5,4.75
1007,"Duncan, Josh",80.0,83.5,3.5
1008,"Elegar, Frank",79.25,87.25,8.0
1009,"Ewing Jr., Patrick",78.0,84.25,6.25
1010,"Forbes, Gary",76.5,83.25,6.75
1011,"Foster, Shan",76.0,83.5,7.5
1012,"Giddens, J.R.",76.0,83.25,7.25
1013,"Gist, James",79.0,88.0,9.0
1014,"Golubovic, Vladimir",83.25,86.5,3.25
1015,"Gordon, Eric",74.0,81.0,7.0
1016,"Gransberry, Kentrell",78.75,82.25,3.5
1017,"Greene, Donte",80.25,82.0,1.75
1018,"Hairston, Malik",76.25,81.0,4.75
1019,"Hardin, DeVon",81.5,87.0,5.5
1020,"Hendrix, Richard",78.75,87.0,8.25
1021,"Hill, George",73.25,81.0,7.75
1022,"Hines, Kyle",75.75,85.25,9.5
1023,"Hubalek, Jiri",81.5,82.75,1.25
1024,"Hudson, Lester",71.75,80.75,9.0
1025,"Hunter, Othello",78.5,87.0,8.5
1026,"Jackson, Darnell",79.0,83.25,4.25
1027,"James, Shawn",79.75,89.0,9.25
1028,"Jefferson, Davon",77.25,81.5,4.25
1029,"Jones, Joseph",79.0,84.25,5.25
1030,"Jordan, DeAndre",81.75,90.0,8.25
1031,"Kaun, Sasha",81.0,88.0,7.0
1032,"Kemp, Marcelus",75.0,80.5,5.5
1033,"Leunen, Maarty",79.25,80.0,0.75
1034,"Longar, Longar",81.0,85.25,4.25
1035,"Lopez, Brook",83.25,89.5,6.25
1036,"Love, Kevin",79.75,83.25,3.5
1037,"Maric, Aleks",81.75,85.0,3.25
1038,"Mayo, O.J.",75.25,78.0,2.75
1039,"Mays, James",78.75,85.75,7.0
1040,"Mbah a Moute, Luc",77.75,86.5,8.75
1041,"McGee, JaVale",83.0,90.0,7.0
1042,"Neitzel, Drew",71.75,74.5,2.75
1043,"Nelson, DeMarcus",73.0,82.0,9.0
1044,"Padgett, David",82.25,85.0,2.75
1045,"Pargo, Jeremy",72.5,77.0,4.5
1046,"Plaisted, Trent",81.25,82.5,1.25
1047,"Prowell, Quan",78.75,82.5,3.75
1048,"Pruitt, Shaun",80.25,85.0,4.75
1049,"Randolph, Anthony",81.0,87.0,6.0
1050,"Rhodes, Charles",79.25,83.25,4.0
1051,"Riek, John",82.5,92.75,10.25
1052,"Roberts, Brian",72.25,73.25,1.0
1053,"Robinson, Russell",72.5,80.0,7.5
1054,"Roby, Richard",76.25,81.75,5.5
1055,"Rose, Derrick",73.5,80.0,6.5
1056,"Singletary, Sean",71.0,76.5,5.5
1057,"Steele, Ronald",72.25,76.25,4.0
1058,"Taylor, Bryce",74.75,81.0,6.25
1059,"Taylor, Mike",72.75,79.25,6.5
1060,"Tyndale, Mark",74.75,83.0,8.25
1061,"Vaden, Robert",75.5,80.0,4.5
1062,"Washington, Deron",77.25,81.0,3.75
1063,"Weems, Sonny",76.0,82.0,6.0
1064,"Westbrook, Russell",74.25,79.75,5.5
1065,"Williams, Reggie",75.25,81.25,6.0
1066,"Abukar, Mohamed",80.0,81.0,1.0
1067,"Boggan, Mario",77.0,86.0,9.0
1068,"Bradshaw, Craig",80.0,85.5,5.5
1069,"Brewer, Corey",78.0,80.25,2.25
1070,"Brooks, Aaron",70.0,76.0,6.0
1071,"Brown, Bobby",71.0,76.0,5.0
1072,"Carter, Russell",75.0,80.5,5.5
1073,"Collins, Coleman",80.0,86.0,6.0
1074,"Conley, Mike",71.0,77.75,6.75
1075,"Cook, Daequan",75.0,80.25,5.25
1076,"Covile, Ryvon",79.0,85.25,6.25
1077,"Crittenton, Javaris",75.0,77.5,2.5
1078,"Davidson, Jermareo",81.0,88.0,7.0
1079,"Doellman, Justin",80.0,80.75,0.75
1080,"Dowdell, Zabian",73.0,82.0,9.0
1081,"Dudley, Jared",77.0,79.0,2.0
1082,"Durant, Kevin",81.0,88.75,7.75
1083,"Freeman, Rashaun",78.0,83.5,5.5
1084,"Gray, Aaron",84.0,87.25,3.25
1085,"Green, Caleb",78.0,83.75,5.75
1086,"Green, Jeff",79.0,85.25,6.25
1087,"Green, Taurean",71.0,74.25,3.25
1088,"Hawes, Spencer",82.0,84.5,2.5
1089,"Heath, Brandon",74.0,79.0,5.0
1090,"Hill, Herbert",79.0,86.25,7.25
1091,"Horford, Al",80.0,84.75,4.75
1092,"Hosley, Quinton",77.0,83.25,6.25
1093,"Hughes, James",81.0,87.0,6.0
1094,"Hunt, Jeremy",74.0,80.25,6.25
1095,"Ibekwe, Ekene",80.0,90.0,10.0
1096,"James, Dominic",70.0,74.0,4.0
1097,"Johnson, Trey",75.0,77.0,2.0
1098,"Jones-Jennings, Rashad",78.0,84.0,6.0
1099,"Jordan, Jared",72.0,72.0,0.0
1100,"Karl, Coby",75.0,83.0,8.0
1101,"Kavaliauskas, Antanas",81.0,82.5,1.5
1102,"Landry, Carl",79.0,83.0,4.0
1103,"Lasme, Stephane",77.0,86.0,9.0
1104,"Law, Acie",74.0,78.5,4.5
1105,"Lekic, Marko",81.0,85.0,4.0
1106,"Lewis, Ron",74.0,78.5,4.5
1107,"Martin, Cartier",76.0,82.0,6.0
1108,"McGuire, Dominic",79.0,82.5,3.5
1109,"McRoberts, Josh",80.0,85.0,5.0
1110,"Mejia, Sammy",77.0,83.0,6.0
1111,"Newley, Brad",77.0,80.0,3.0
1112,"Nichols, Demetris",78.0,84.25,6.25
1113,"Noah, Joakim",82.0,85.25,3.25
1114,"Oden, Greg",83.0,88.25,5.25
1115,"Radenovic, Ivan",81.0,83.75,2.75
