nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
201976,Patrick Beverley,2021,LAC,PG,22.499,0.732,-0.499,1.231,1.676,Primary Ball Handler,Point of Attack
201980,Danny Green,2021,PHI,SF,28.034,-0.029,-0.354,0.325,2.946,Movement Shooter,Chaser
201988,Patty Mills,2021,SAS,PG,24.775,-1.532,0.472,-2.004,0.937,Secondary Ball Handler,Chaser
202066,Garrett Temple,2021,CHI,SG,27.29,-2.39,-2.382,-0.009,0.017,Stationary Shooter,Point of Attack
202083,Wesley Matthews,2021,LAL,SG,19.48,-0.755,-1.275,0.52,1.192,Movement Shooter,Wing Stopper
202322,John Wall,2021,HOU,PG,32.202,-0.603,0.69,-1.293,1.485,Shot Creator,Point of Attack
202324,Derrick Favors,2021,UTA,C,15.282,0.588,-0.878,1.467,1.996,Roll + Cut Big,Anchor Big
202326,Demarcus Cousins,2021,HOU/LAC,C,17.388,1.208,-0.625,1.832,1.653,Versatile Big,Anchor Big
202329,Al-Farouq Aminu,2021,ORL/CHI,PF,18.875,-1.749,-2.676,0.927,0.182,Movement Shooter,Mobile Big
202330,Gordon Hayward,2021,CHO,SF,34.004,-0.057,0.186,-0.243,2.252,Secondary Ball Handler,Helper
202331,Paul George,2021,LAC,SF,33.722,3.535,2.444,1.091,6.895,Shot Creator,Chaser
202334,Ed Davis,2021,MIN,C,12.997,0.032,-1.776,1.808,0.467,Athletic Finisher,Anchor Big
202335,Patrick Patterson,2021,LAC,PF,15.307,-0.97,-0.282,-0.688,0.533,Stationary Shooter,Helper
202339,Eric Bledsoe,2021,NOP,SG,29.739,-0.346,-0.196,-0.15,2.784,Primary Ball Handler,Point of Attack
202340,Avery Bradley,2021,MIA/HOU,SG,22.291,-2.48,-1.455,-1.025,-0.027,Movement Shooter,Wing Stopper
202355,Hassan Whiteside,2021,SAC,C,15.164,-0.381,-1.271,0.89,0.707,Post Scorer,Anchor Big
202357,Nemanja Bjelica,2021,SAC/MIA,PF,16.085,-0.577,-0.09,-0.487,0.696,Stretch Big,Helper
202397,Ish Smith,2021,WAS,PG,20.991,0.384,-0.573,0.957,1.653,Slasher,Point of Attack
202681,Kyrie Irving,2021,BRK,PG,34.93,3.458,4.569,-1.111,7.052,Shot Creator,Point of Attack
202683,Enes Freedom,2021,POR,C,24.411,1.409,1.88,-0.471,4.304,Post Scorer,Anchor Big
202684,Tristan Thompson,2021,BOS,C,23.828,0.129,-1.201,1.33,2.091,Post Scorer,Anchor Big
202685,Jonas Valančiūnas,2021,MEM,C,28.312,3.025,1.906,1.12,6.092,Post Scorer,Anchor Big
202687,Bismack Biyombo,2021,CHO,C,20.438,-2.659,-2.924,0.265,-0.214,Athletic Finisher,Helper
202689,Kemba Walker,2021,BOS,PG,31.844,1.924,2,-0.076,3.802,Primary Ball Handler,Point of Attack
202692,Alec Burks,2021,NYK,SG,25.602,-0.161,0.36,-0.521,1.803,Secondary Ball Handler,Chaser
202693,Markieff Morris,2021,LAL,PF,19.673,-2.403,-2.048,-0.354,0.004,Versatile Big,Helper
202694,Marcus Morris Sr.,2021,LAC,PF,26.35,0.459,0.669,-0.211,2.76,Shot Creator,Helper
202695,Kawhi Leonard,2021,LAC,SF,34.088,4.925,3.665,1.26,8.197,Shot Creator,Wing Stopper
202696,Nikola Vučević,2021,ORL/CHI,C,33.547,1.035,0.384,0.651,5.186,Versatile Big,Anchor Big
202699,Tobias Harris,2021,PHI,PF,32.491,1.235,0.328,0.907,4.708,Shot Creator,Helper
202704,Reggie Jackson,2021,LAC,SG,23.046,1,0.641,0.359,3.376,Primary Ball Handler,Point of Attack
202709,Cory Joseph,2021,SAC/DET,PG,22.954,-1.083,-0.87,-0.213,1.221,Primary Ball Handler,Point of Attack
202710,Jimmy Butler Iii,2021,MIA,SF,33.551,5.232,3.627,1.605,8.38,Shot Creator,Helper
202711,Bojan Bogdanović,2021,UTA,SF,30.772,-0.337,1.141,-1.478,2.934,Movement Shooter,Helper
202722,Davis Bertans,2021,WAS,PF,25.68,0.017,0.698,-0.68,2.273,Off Screen Shooter,Helper
202734,E'Twaun Moore,2021,PHO,SG,14.398,-1.862,-1.352,-0.51,0.134,Secondary Ball Handler,Chaser
202954,Brad Wanamaker,2021,GSW/CHO,PG,17.266,-1.295,-1.387,0.092,0.746,Primary Ball Handler,Point of Attack
203076,Anthony Davis,2021,LAL,PF,32.271,3.372,2.033,1.339,4.282,Shot Creator,Helper
203078,Bradley Beal,2021,WAS,SG,35.786,2.233,3.486,-1.253,6.383,Off Screen Shooter,Chaser
203081,Damian Lillard,2021,POR,PG,35.789,3.724,5.613,-1.889,9.357,Shot Creator,Chaser
203082,Terrence Ross,2021,ORL,SG,29.273,-2.321,-1.218,-1.103,0.073,Off Screen Shooter,Low Activity
203083,Andre Drummond,2021,CLE/LAL,C,26.993,1.731,-0.243,1.974,3.295,Shot Creator,Anchor Big
203084,Harrison Barnes,2021,SAC,PF,36.248,0.016,0.645,-0.628,3.263,Shot Creator,Wing Stopper
203085,Austin Rivers,2021,NYK/DEN,SG,23.47,-1.758,-0.565,-1.193,0.348,Shot Creator,Chaser
203087,Jeremy Lamb,2021,IND,SG,21.257,0.382,0.682,-0.299,1.369,Secondary Ball Handler,Helper
203090,Maurice Harkless,2021,MIA/SAC,SF,20.862,-2.113,-2.333,0.22,0.144,Stationary Shooter,Wing Stopper
203095,Evan Fournier,2021,ORL/BOS,SF,29.976,0.02,0.237,-0.217,1.957,Off Screen Shooter,Chaser
203107,Tomas Satoransky,2021,CHI,SG,22.528,-0.366,-0.675,0.309,1.706,Primary Ball Handler,Point of Attack
203109,Jae Crowder,2021,PHO,PF,27.472,0.008,-0.565,0.573,2.55,Stationary Shooter,Wing Stopper
203110,Draymond Green,2021,GSW,PF,31.457,2.044,-0.468,2.512,5.655,Stretch Big,Helper
203114,Khris Middleton,2021,MIL,SF,33.363,1.849,1.513,0.336,6.192,Shot Creator,Helper
203115,Will Barton,2021,DEN,SF,30.996,0.129,-0.002,0.131,2.82,Secondary Ball Handler,Chaser
203118,Mike Scott,2021,PHI,PF,16.698,-1.836,-2.164,0.328,0.308,Stationary Shooter,Helper
203145,Kent Bazemore,2021,GSW,SF,19.903,-0.346,-1.855,1.509,1.758,Movement Shooter,Chaser
203200,Justin Holiday,2021,IND,SG,30.324,-1.48,-0.832,-0.648,1.288,Movement Shooter,Wing Stopper
203210,Jamychal Green,2021,DEN,PF,19.309,-0.915,-0.694,-0.221,1.066,Stretch Big,Helper
203382,Aron Baynes,2021,TOR,C,18.496,-2.041,-2.58,0.54,0.228,Stretch Big,Anchor Big
203457,Nerlens Noel,2021,NYK,C,24.167,-1.356,-3.748,2.392,1.034,Athletic Finisher,Mobile Big
203458,Alex Len,2021,TOR/WAS,C,15.294,-0.356,-2.366,2.01,1.284,Roll + Cut Big,Anchor Big
203463,Ben Mclemore,2021,HOU/LAL,SG,17.07,-1.1,0.216,-1.316,0.754,Off Screen Shooter,Low Activity
203468,Cj Mccollum,2021,POR,SG,34.034,2.502,3.147,-0.644,5.028,Shot Creator,Chaser
203469,Cody Zeller,2021,CHO,C,20.946,0.526,-0.018,0.544,1.891,Roll + Cut Big,Helper
203471,Dennis Schröder,2021,LAL,SG,32.07,-0.764,-0.561,-0.203,2.053,Slasher,Point of Attack
203473,Dewayne Dedmon,2021,MIA,C,13.155,0.525,-0.172,0.697,0.396,Roll + Cut Big,Helper
203476,Gorgui Dieng,2021,MEM/SAS,C,14.546,-0.343,-0.385,0.043,0.73,Stretch Big,Anchor Big
203482,Kelly Olynyk,2021,MIA/HOU,PF,28.529,2.009,1.365,0.643,5.653,Movement Shooter,Helper
203484,Kentavious Caldwell-Pope,2021,LAL,SG,28.39,-1.49,-1.57,0.08,1.11,Movement Shooter,Wing Stopper
203486,Mason Plumlee,2021,DET,C,26.762,0.334,-1.387,1.72,2.633,Post Scorer,Anchor Big
203487,Michael Carter-Williams,2021,ORL,SG,25.794,-1.192,-2.323,1.131,0.619,Slasher,Point of Attack
203488,Mike Muscala,2021,OKC,C,18.441,-0.298,-0.291,-0.007,0.871,Movement Shooter,Anchor Big
203490,Otto Porter Jr.,2021,CHI/ORL,SF,21.67,-0.297,-0.283,-0.014,0.819,Movement Shooter,Low Activity
203493,Reggie Bullock Jr.,2021,NYK,SF,29.989,-1.769,-1.402,-0.367,0.789,Movement Shooter,Wing Stopper
203496,Robert Covington,2021,POR,PF,32.039,1.35,-0.894,2.244,5.406,Movement Shooter,Wing Stopper
203497,Rudy Gobert,2021,UTA,C,30.799,5.455,1.201,4.254,10.786,Roll + Cut Big,Anchor Big
203500,Steven Adams,2021,NOP,C,27.666,-0.555,-1.468,0.913,1.899,Roll + Cut Big,Mobile Big
203501,Tim Hardaway Jr.,2021,DAL,SG,28.419,-0.465,1.064,-1.529,2.471,Movement Shooter,Chaser
203503,Tony Snell,2021,ATL,SG,21.107,-3.334,-2.218,-1.116,-0.574,Stationary Shooter,Wing Stopper
203504,Trey Burke,2021,DAL,PG,14.739,-0.98,0.254,-1.234,0.832,Secondary Ball Handler,Point of Attack
203506,Victor Oladipo,2021,IND/HOU/MIA,SG,32.73,0.812,0.398,0.415,2.231,Primary Ball Handler,Chaser
203507,Giannis Antetokounmpo,2021,MIL,PF,32.997,6.638,4.104,2.534,11.269,Shot Creator,Helper
203516,James Ennis Iii,2021,ORL,SF,24.054,-1.179,-1.649,0.469,0.771,Movement Shooter,Helper
203521,Matthew Dellavedova,2021,CLE,PG,17.238,-0.507,-0.365,-0.142,0.272,Primary Ball Handler,Point of Attack
203524,Solomon Hill,2021,ATL,PF,21.316,-2.453,-2.229,-0.224,-0.044,Stationary Shooter,Wing Stopper
203526,Raul Neto,2021,WAS,PG,21.923,0.336,-0.417,0.753,2.467,Secondary Ball Handler,Point of Attack
203552,Seth Curry,2021,PHI,SG,28.744,-0.747,-0.386,-0.361,1.737,Secondary Ball Handler,Low Activity
203897,Zach Lavine,2021,CHI,SG,35.062,0.443,1.955,-1.512,3.716,Primary Ball Handler,Chaser
203901,Elfrid Payton,2021,NYK,PG,23.563,-2.485,-0.851,-1.634,-0.072,Slasher,Point of Attack
203903,Jordan Clarkson,2021,UTA,SG,26.729,0.849,2.116,-1.267,3.796,Shot Creator,Low Activity
203914,Gary Harris,2021,DEN/ORL,SG,27.698,-1.733,-1.213,-0.52,0.463,Movement Shooter,Wing Stopper
203918,Rodney Hood,2021,POR/TOR,SF,17.138,-3.649,-2.577,-1.071,-0.728,Shot Creator,Chaser
203920,Khem Birch,2021,ORL/TOR,C,22.825,-0.956,-1.788,0.832,1.416,Roll + Cut Big,Anchor Big
203922,Glenn Robinson Iii,2021,SAC,SF,16.057,-2.81,-1.485,-1.325,-0.094,Movement Shooter,Wing Stopper
203924,Jerami Grant,2021,DET,SF,33.876,0.051,0.267,-0.216,2.881,Shot Creator,Wing Stopper
203925,Joe Harris,2021,BRK,SF,31.033,0.328,0.996,-0.668,3.754,Off Screen Shooter,Chaser
203926,Doug Mcdermott,2021,IND,PF,24.533,-1.437,0.943,-2.38,1,Off Screen Shooter,Low Activity
203932,Aaron Gordon,2021,ORL/DEN,PF,27.676,-0.09,-0.228,0.138,2.053,Versatile Big,Wing Stopper
203935,Marcus Smart,2021,BOS,PG,32.942,1.341,0.331,1.01,3.802,Primary Ball Handler,Point of Attack
203937,Kyle Anderson,2021,MEM,PF,27.353,2.651,0.675,1.976,6.108,Secondary Ball Handler,Wing Stopper
203939,Dwight Powell,2021,DAL,C,16.648,0.48,-0.723,1.203,1.787,Roll + Cut Big,Anchor Big
203944,Julius Randle,2021,NYK,PF,37.562,0.266,0.15,0.116,4.569,Shot Creator,Helper
203952,Andrew Wiggins,2021,GSW,PF,33.3,-0.131,-0.76,0.629,3.445,Shot Creator,Wing Stopper
203954,Joel Embiid,2021,PHI,C,31.083,4.908,3.84,1.068,7.314,Shot Creator,Anchor Big
203960,Jakarr Sampson,2021,IND,PF,10.905,-1.778,-1.25,-0.528,0.126,Roll + Cut Big,Helper
203967,Dario Šarić,2021,PHO,C,17.411,0.373,0.022,0.351,1.552,Versatile Big,Anchor Big
203991,Clint Capela,2021,ATL,C,30.134,3.259,0.586,2.673,6.864,Roll + Cut Big,Anchor Big
203992,Bogdan Bogdanović,2021,ATL,SG,29.669,-0.064,0.642,-0.705,1.959,Off Screen Shooter,Chaser
203994,Jusuf Nurkić,2021,POR,C,23.787,2.448,-0.171,2.62,2.736,Post Scorer,Anchor Big
203999,Nikola Jokić,2021,DEN,C,34.556,6.653,5.79,0.863,13.95,Shot Creator,Mobile Big
204001,Kristaps Porziņģis,2021,DAL,C,30.852,1.632,1.181,0.452,3.437,Versatile Big,Anchor Big
204020,Tyler Johnson,2021,BRK,SG,17.535,-2.143,-0.406,-1.738,0.114,Stationary Shooter,Point of Attack
204038,Langston Galloway,2021,PHO,SG,10.942,-2.088,-0.886,-1.202,0.089,Off Screen Shooter,Low Activity
204060,Joe Ingles,2021,UTA,SF,27.859,1.619,1.572,0.047,4.821,Primary Ball Handler,Chaser
204456,T.J. Mcconnell,2021,IND,PG,26.032,1.002,0.85,0.151,3.928,Slasher,Point of Attack
1626143,Jahlil Okafor,2021,DET,C,12.861,-3.329,-2.376,-0.953,-0.2,Post Scorer,Anchor Big
1626145,Tyus Jones,2021,MEM,PG,17.464,-1.267,-0.425,-0.842,0.888,Primary Ball Handler,Point of Attack
1626149,Montrezl Harrell,2021,LAL,C,22.904,1.234,0.528,0.706,3.692,Post Scorer,Mobile Big
1626153,Delon Wright,2021,DET/SAC,PG,27.746,1.079,0.232,0.847,3.909,Primary Ball Handler,Point of Attack
1626156,D'Angelo Russell,2021,MIN,PG,28.483,-0.839,1.358,-2.197,1.198,Primary Ball Handler,Chaser
1626157,Karl-Anthony Towns,2021,MIN,C,33.78,3.474,3.055,0.419,6.332,Shot Creator,Anchor Big
1626158,Richaun Holmes,2021,SAC,C,29.205,0.685,0.258,0.426,3.533,Roll + Cut Big,Anchor Big
1626159,Justise Winslow,2021,MEM,SF,19.503,-2.602,-2.768,0.166,-0.062,Slasher,Wing Stopper
1626161,Willie Cauley-Stein,2021,DAL,C,17.094,0.379,-1.44,1.819,1.618,Roll + Cut Big,Anchor Big
1626162,Kelly Oubre Jr.,2021,GSW,SF,30.682,-0.869,-0.694,-0.175,1.656,Movement Shooter,Wing Stopper
1626163,Frank Kaminsky,2021,PHO,C,15.21,1.123,0.539,0.585,1.619,Stretch Big,Anchor Big
1626164,Devin Booker,2021,PHO,SG,33.883,1.979,2.986,-1.007,6.383,Shot Creator,Chaser
1626166,Cameron Payne,2021,PHO,PG,17.992,0.848,1.009,-0.16,2.254,Primary Ball Handler,Point of Attack
1626167,Myles Turner,2021,IND,C,30.965,1.83,-0.782,2.612,3.954,Stretch Big,Mobile Big
1626168,Trey Lyles,2021,SAS,PF,15.558,-1.516,-1.311,-0.204,0.203,Movement Shooter,Wing Stopper
1626169,Stanley Johnson,2021,TOR,PF,16.485,-1.374,-2.273,0.898,0.661,Movement Shooter,Wing Stopper
1626171,Bobby Portis,2021,MIL,C,20.792,0.06,0.05,0.01,2.169,Post Scorer,Anchor Big
1626172,Kevon Looney,2021,GSW,C,19.028,-0.338,-1.016,0.678,1.537,Roll + Cut Big,Anchor Big
1626174,Christian Wood,2021,HOU,C,32.34,0.665,0.532,0.133,2.613,Shot Creator,Mobile Big
1626179,Terry Rozier,2021,CHO,SG,34.541,-0.427,1.139,-1.566,3.018,Primary Ball Handler,Point of Attack
1626181,Norman Powell,2021,TOR/POR,SF,31.963,0.024,0.572,-0.548,3.434,Movement Shooter,Chaser
1626184,Chasson Randle,2021,ORL,PG,20.416,-3.775,-2.55,-1.225,-0.712,Primary Ball Handler,Point of Attack
1626192,Pat Connaughton,2021,MIL,SG,22.82,0.062,-0.347,0.409,2.491,Stationary Shooter,Chaser
1626195,Willy Hernangomez,2021,NOP,C,18.005,0.505,0.544,-0.039,1.58,Post Scorer,Anchor Big
1626196,Josh Richardson,2021,DAL,SG,30.422,-0.513,-0.124,-0.389,2.173,Movement Shooter,Point of Attack
1626204,Larry Nance Jr.,2021,CLE,PF,31.185,0.228,-1.637,1.866,1.843,Stretch Big,Wing Stopper
1626220,Royce O'Neale,2021,UTA,SF,31.557,0.881,-0.661,1.542,4.727,Stationary Shooter,Wing Stopper
1626224,Cedi Osman,2021,CLE,SF,25.602,-1.93,-0.657,-1.273,0.457,Movement Shooter,Chaser
1627732,Ben Simmons,2021,PHI,PG,32.369,2.673,0.592,2.082,6.103,Shot Creator,Point of Attack
1627734,Domantas Sabonis,2021,IND,PF,35.992,1.069,0.19,0.879,4.976,Post Scorer,Helper
1627736,Malik Beasley,2021,MIN,SG,32.811,-0.866,0.403,-1.27,1.194,Off Screen Shooter,Chaser
1627741,Buddy Hield,2021,SAC,SG,34.266,0.145,0.842,-0.697,3.978,Off Screen Shooter,Chaser
1627742,Brandon Ingram,2021,NOP,SF,34.304,0.468,1.364,-0.896,3.857,Shot Creator,Low Activity
1627745,Damian Jones,2021,PHO/LAL/SAC,C,13.992,-1.195,-1.889,0.694,0.421,Roll + Cut Big,Anchor Big
1627747,Caris Levert,2021,BRK/IND,SG,31.604,-1.461,0.019,-1.48,0.894,Shot Creator,Chaser
1627749,Dejounte Murray,2021,SAS,PG,31.932,1.165,-0.284,1.45,4.904,Slasher,Point of Attack
1627750,Jamal Murray,2021,DEN,PG,35.494,2.049,2.02,0.028,4.866,Shot Creator,Point of Attack
1627751,Jakob Poeltl,2021,SAS,C,26.743,0.95,-1.066,2.016,3.974,Roll + Cut Big,Anchor Big
1627752,Taurean Prince,2021,BRK/CLE,PF,22.079,-1.588,-0.885,-0.703,0.471,Movement Shooter,Helper
1627756,Denzel Valentine,2021,CHI,SG,16.706,-0.566,-0.864,0.298,1.219,Movement Shooter,Low Activity
1627759,Jaylen Brown,2021,BOS,SG,34.461,0.068,0.486,-0.417,3.17,Movement Shooter,Helper
1627761,Deandre' Bembry,2021,TOR,SF,19.056,-1.267,-1.907,0.64,0.706,Athletic Finisher,Point of Attack
1627763,Malcolm Brogdon,2021,IND,PG,34.459,1.056,2.458,-1.402,4.287,Primary Ball Handler,Point of Attack
1627774,Jake Layman,2021,MIN,SF,13.938,-1.946,-1.913,-0.033,0.183,Movement Shooter,Helper
1627777,Georges Niang,2021,UTA,PF,16.034,-0.305,-0.463,0.158,1.553,Stationary Shooter,Low Activity
1627783,Pascal Siakam,2021,TOR,PF,35.824,2.352,1.525,0.827,6.115,Shot Creator,Helper
1627788,Furkan Korkmaz,2021,PHI,SG,19.301,0.089,0.662,-0.573,1.698,Movement Shooter,Low Activity
1627789,Timothe Luwawu-Cabarrot,2021,BRK,SF,18.108,-0.8,-0.133,-0.667,1.078,Movement Shooter,Chaser
1627814,Damion Lee,2021,GSW,SG,18.928,-1.156,-1.1,-0.056,0.86,Off Screen Shooter,Helper
1627823,Juancho Hernangomez,2021,MIN,PF,17.308,-0.966,0.297,-1.263,0.828,Movement Shooter,Low Activity
1627826,Ivica Zubac,2021,LAC,C,22.342,0.527,-0.772,1.3,3.027,Roll + Cut Big,Anchor Big
1627827,Dorian Finney-Smith,2021,DAL,PF,31.92,0.737,-0.256,0.993,3.862,Stationary Shooter,Wing Stopper
1627832,Fred Vanvleet,2021,TOR,SG,36.511,2.714,1.788,0.926,6.22,Primary Ball Handler,Point of Attack
1627846,Abdel Nader,2021,PHO,SF,14.801,-1.391,-1.661,0.27,0.23,Stationary Shooter,Helper
1627853,Ryan Arcidiacono,2021,CHI,PG,10.234,-1.02,-1.442,0.422,0.398,Movement Shooter,Point of Attack
1627854,Bryn Forbes,2021,MIL,SG,19.348,-1.451,-0.075,-1.376,0.824,Off Screen Shooter,Low Activity
1627863,Danuel House Jr.,2021,HOU,SF,25.899,-2.627,-2.076,-0.552,-0.129,Movement Shooter,Helper
1627884,Derrick Jones Jr.,2021,POR,SF,22.725,-1.639,-1.296,-0.343,0.643,Stationary Shooter,Wing Stopper
1627936,Alex Caruso,2021,LAL,PG,20.966,1.482,-0.546,2.029,3.034,Primary Ball Handler,Point of Attack
1628021,David Nwaba,2021,HOU,SF,22.619,-0.583,-0.813,0.23,0.791,Athletic Finisher,Chaser
1628365,Markelle Fultz,2021,ORL,PG,26.9,-0.735,-0.997,0.262,0.23,Slasher,Point of Attack
1628366,Lonzo Ball,2021,NOP,PG,31.768,1.257,0.969,0.288,4.108,Primary Ball Handler,Point of Attack
1628367,Josh Jackson,2021,DET,SG,25.155,-1.825,-1.737,-0.088,0.576,Movement Shooter,Chaser
1628368,De'Aaron Fox,2021,SAC,PG,35.106,1.132,2.166,-1.034,4.623,Shot Creator,Point of Attack
1628369,Jayson Tatum,2021,BOS,SF,35.776,3.221,2.377,0.844,8.225,Shot Creator,Helper
1628370,Malik Monk,2021,CHO,SG,20.914,-1.067,0.259,-1.327,0.75,Movement Shooter,Chaser
1628372,Dennis Smith Jr.,2021,NYK/DET,PG,18.262,-0.848,-0.785,-0.062,0.418,Primary Ball Handler,Point of Attack
1628374,Lauri Markkanen,2021,CHI,PF,25.832,-1.067,-0.481,-0.586,1.126,Movement Shooter,Helper
1628378,Donovan Mitchell,2021,UTA,PG,33.424,1.695,3.731,-2.035,4.661,Primary Ball Handler,Chaser
1628379,Luke Kennard,2021,LAC,SG,19.559,-1.662,-0.164,-1.498,0.583,Movement Shooter,Low Activity
1628381,John Collins,2021,ATL,PF,29.336,1.34,1.362,-0.022,4.443,Post Scorer,Helper
1628382,Justin Jackson,2021,OKC/MIL,SF,16.966,-1.513,-1.053,-0.46,0.328,Stationary Shooter,Chaser
1628383,Justin Patton,2021,HOU,C,18.982,-0.445,-1.368,0.923,0.31,Stretch Big,Anchor Big
1628384,Og Anunoby,2021,TOR,SF,33.331,-0.747,-1.303,0.555,1.519,Shot Creator,Wing Stopper
1628386,Jarrett Allen,2021,BRK/CLE,C,29.582,-0.23,-0.494,0.264,2.596,Roll + Cut Big,Anchor Big
1628389,Bam Adebayo,2021,MIA,C,33.478,2.336,0.431,1.905,6.509,Shot Creator,Mobile Big
1628391,D.J. Wilson,2021,MIL/HOU,PF,12.36,-0.77,-1.14,0.37,0.452,Movement Shooter,Mobile Big
1628392,Isaiah Hartenstein,2021,DEN/CLE,C,12.15,1.212,-0.472,1.684,1.298,Roll + Cut Big,Mobile Big
1628396,Tony Bradley,2021,PHI/OKC,C,16.286,-0.14,-0.832,0.693,0.993,Roll + Cut Big,Anchor Big
