nba_id,Player,Seasons,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
1713,Vince Carter,2020,ATL,PF,14.592,-2.758,-1.834,-0.923,-0.215,Movement Shooter,Helper
2544,Lebron James,2020,LAL,PG,34.572,5.812,5.211,0.601,12.015,Shot Creator,Helper
2546,Carmelo Anthony,2020,POR,PF,32.793,-1.251,-0.474,-0.776,1.378,Shot Creator,Helper
2594,Kyle Korver,2020,MIL,SF,16.548,-1.268,-0.413,-0.856,0.684,Off Screen Shooter,Low Activity
2730,Dwight Howard,2020,LAL,C,18.923,2.679,0.101,2.578,4.282,Roll + Cut Big,Mobile Big
2738,Andre Iguodala,2020,MIA,SF,19.909,-0.151,-1.591,1.44,0.603,Stationary Shooter,Helper
2772,Trevor Ariza,2020,SAC/POR,SF,28.156,-1.218,-1.879,0.662,1.113,Movement Shooter,Wing Stopper
101107,Marvin Williams,2020,CHO/MIL,PF,19.464,-0.952,-1.827,0.875,1.038,Versatile Big,Helper
101108,Chris Paul,2020,OKC,PG,31.538,4.147,2.824,1.324,9.266,Shot Creator,Low Activity
101133,Ian Mahinmi,2020,WAS,C,21.26,0.189,-1.328,1.517,1.345,Roll + Cut Big,Anchor Big
101141,Ersan Ilyasova,2020,MIL,PF,15.657,1.756,0.279,1.477,2.65,Stretch Big,Helper
101150,Lou Williams,2020,LAC,PG,28.676,-0.306,1.48,-1.786,2.5,Primary Ball Handler,Low Activity
200746,Lamarcus Aldridge,2020,SAS,C,33.096,0.534,-0.176,0.71,3.317,Post Scorer,Anchor Big
200752,Rudy Gay,2020,SAS,PF,21.8,0.083,-0.371,0.454,2.331,Shot Creator,Helper
200755,Jj Redick,2020,NOP,SG,26.349,-1.267,1.09,-2.357,1.128,Off Screen Shooter,Low Activity
200757,Thabo Sefolosha,2020,HOU,PF,10.63,-0.688,-1.295,0.607,0.476,Stationary Shooter,Helper
200765,Rajon Rondo,2020,LAL,PG,20.504,-0.729,0.053,-0.782,1.048,Primary Ball Handler,Chaser
200768,Kyle Lowry,2020,TOR,PG,36.178,3.396,2.323,1.073,7.831,Primary Ball Handler,Chaser
200782,P.J. Tucker,2020,HOU,PF,34.267,-0.952,-1.424,0.472,2.268,Stationary Shooter,Wing Stopper
200794,Paul Millsap,2020,DEN,PF,24.314,1.649,0.369,1.281,3.246,Post Scorer,Helper
200826,J.J. Barea,2020,DAL,PG,15.506,-0.606,0.77,-1.376,0.515,Primary Ball Handler,Point of Attack
201143,Al Horford,2020,PHI,C,30.232,0.515,-0.356,0.871,3.806,Versatile Big,Anchor Big
201144,Mike Conley,2020,UTA,PG,29.006,0.221,0.792,-0.572,2.299,Primary Ball Handler,Point of Attack
201145,Jeff Green,2020,UTA/HOU,C,20.002,-1.596,-1.29,-0.306,0.48,Stationary Shooter,Helper
201152,Thaddeus Young,2020,CHI,PF,24.854,-0.877,-1.233,0.356,1.54,Stationary Shooter,Helper
201158,Marco Belinelli,2020,SAS,SG,15.498,-1.545,-0.462,-1.083,0.471,Movement Shooter,Low Activity
201163,Wilson Chandler,2020,BRK,PF,20.976,-1.575,-2.562,0.987,0.377,Movement Shooter,Helper
201188,Marc Gasol,2020,TOR,C,26.391,0.999,-1.797,2.795,2.548,Versatile Big,Anchor Big
201229,Anthony Tolliver,2020,POR/SAC/MEM,PF,15.853,-2.023,-1.806,-0.216,0.195,Movement Shooter,Helper
201565,Derrick Rose,2020,DET,PG,25.953,-0.924,1.082,-2.006,1.216,Slasher,Point of Attack
201566,Russell Westbrook,2020,HOU,PG,35.951,1.351,1.673,-0.321,4.968,Shot Creator,Point of Attack
201567,Kevin Love,2020,CLE,PF,31.786,0.029,0.649,-0.62,2.778,Versatile Big,Anchor Big
201568,Danilo Gallinari,2020,OKC,PF,29.58,1.625,2.469,-0.844,4.772,Shot Creator,Helper
201569,Eric Gordon,2020,HOU,SF,28.228,-1.421,0.69,-2.111,0.624,Stationary Shooter,Chaser
201571,D.J. Augustin,2020,ORL,PG,24.919,-1.651,-0.38,-1.27,0.66,Primary Ball Handler,Point of Attack
201572,Brook Lopez,2020,MIL,C,26.72,2.485,-0.323,2.807,5.734,Versatile Big,Anchor Big
201577,Robin Lopez,2020,MIL,C,14.519,-1.719,-2.573,0.853,0.403,Versatile Big,Anchor Big
201580,Javale Mcgee,2020,LAL,C,16.619,0.825,-1.294,2.118,2.352,Roll + Cut Big,Anchor Big
201584,Courtney Lee,2020,DAL,SG,14.394,-1.392,-1.771,0.38,0.219,Movement Shooter,Chaser
201586,Serge Ibaka,2020,TOR,C,26.994,-0.669,-0.347,-0.322,1.639,Roll + Cut Big,Anchor Big
201587,Nicolas Batum,2020,CHO,SF,22.954,-1.126,-1.567,0.441,0.407,Movement Shooter,Wing Stopper
